dev_loginname	proj_unixname	is_admin	position
dbpad	dbpad	1	
chrisn55	dbom	1	
dist0rted	dbnetwork	1	
cmungall	dbix-graph	1	Developer
amackey	dbix-graph	1	Developer
varungupta	dbiq	1	Developer
shalinmangar	dbiq	1	Developer
ikkala76	dbhelper	0	
hirsu	dbhelper	1	
miroslavp	dbhcombo	1	
xfce	dbh	0	Developer
edscott	dbh	1	
bmeurer	dbh	0	Developer
taweili	dbgen	1	
mecva	dbfw4j	1	Content Management
marconidias	dbfw4j	0	
fernandolerner	dbfw4j	1	Project Manager
funnyok	dbfuse	1	
tonanbarbarian	dbform	1	
bsstmiller	dbexpressplus	1	Project Manager
aldettmer	dbexpressplus	1	Developer
horakdan	dbdesign	1	
ahsile	dbconverter	1	Project Manager
hanus	dbcdom	1	
sascha_hofer	dbc-utilities	1	Developer
carlo9890	dbc-utilities	1	Developer
bimminger	dbc-utilities	0	Developer
issac	db-objects	1	
tuxinator_linux	db-esession	1	Project Manager
tuxd00d	db-esession	1	Project Manager
hlapp	db-connection	1	
tom9729	dagger3d	1	
alberanid	daxfi	1	Project Manager
davtech	davtech-apps	1	
takiii	dattel	1	Project Manager
romanle	dattel	1	Developer
martin33	dattel	1	Project Manager
janschh	dattel	1	Project Manager
anwer	dattel	1	Developer
singchyun	datecalc	1	
jswalter	date-time-4-php	1	
cargula	datax	1	
jmenard	datavision	1	
jmarsden	datavision	0	Developer
fzammetti	datavision	1	Project Manager
muenalan	datatype	1	
dfernandez	datasift	1	Project Manager
drolem	datajuncture	1	
sadao	dataio	1	
danbunea	dataglue	1	
joeparks	datafu	1	
ben_walding	dataforge	1	
pimanttr	dataexplorer	0	
cperthuis	dataexplorer	1	
adepereyra	dataexplorer	1	
datablazer	datablazer	1	
youyounet	databean	1	
e2jk	databasepicture	1	
ostersc	dartmon	1	
williantg	darkpro	1	
altheengineer	dapact	1	All-Hands Person
lebriquer	daoi	1	
ragnaroek	dandelion-ecl	1	
dizzy	dalt	1	
randhir	dalp	1	
amitkalekar	dalp	0	Developer
achyut	dalp	1	Project Manager
abhi0704	dalp	0	Developer
koen_plasmans	dali-prolog	1	
trowone1	dahlia	1	
winprog	daffodilnet	0	Developer
vdeepakkumar	daffodilnet	1	
risques	daffodilnet	0	Editorial/Content Writer
leng001	daffodilnet	0	Developer
kspreetha	daffodilnet	0	Developer
harvinderg	daffodilnet	0	Developer
diegocr	daemons	1	
jseutter	daemonize	1	
rnm-metalogic	dacs-contrib	1	
mr_dave	dachshund	0	Developer
gregh	dachshund	1	Developer
graham_stjack	dachshund	1	Developer
daveb	dachshund	1	Project Manager
snrrrub	daccel	1	Project Manager
sesquiped	daccel	0	Developer
yrlec	daboss	1	Developer
iwh	daboss	1	Developer
froderik	dabench	1	Developer
afr0	d3dcp	1	
dmortizr	d2vreports	1	Developer
diemesa	d2vreports	1	Developer
darkmagister	d-box	1	
lpnotfr	typelib	1	
jburdick	typo	1	
eroosa	txtools	1	
vrusu	txt2xml	1	Project Manager
sourceclint	txt2xml	0	Developer
smeyfroi	txt2xml	1	
martin3	txt2xml	1	Unix Admin
ramiroluz	txt2tags-editor	1	Developer
eduardorotta	txt2tags-editor	1	
daniel-gouveia	txt2tags-editor	1	Unix Admin
thazel	txobject	1	Project Manager
marcin_ktos	txmlini	1	Project Manager
kerrid	txmlini	0	Developer
bpdxstaff	txmlini	0	Developer
chgerkens	tx4j	1	Project Manager
minkiux	tx-engine	1	Project Manager
vamp201	twist	1	
sonnyblack	twipse	1	
ehjansson	twineproject	1	
jmenard	twice	1	
j_armstrong	twice	1	All-Hands Person
hallvar	twebs	1	
sventantau	twe	1	
twbsd	twbsdbug	1	
apnadkarni	twapi	1	All-Hands Person
apparicio	turtlesport	1	
arn00	tuxexploftp	1	
erwinn	tutti	1	
albert-thuis	tutti	0	Developer
tutorialcms	tutorialcms	1	
stonkeep	turkdrop	1	Project Manager
ircturk	turkdrop	1	
schveiguy	tucs	1	
wkokke	tu-testbed	0	Developer
vitaly-a	tu-testbed	0	Developer
tulrich	tu-testbed	1	Project Manager
tbp	tu-testbed	0	Developer
shaver	tu-testbed	0	Developer
rsavoye	tu-testbed	0	Developer
crazyjul	tu-testbed	0	Developer
castano	tu-testbed	0	Developer
qinghu	ttsfirefoxext	1	
vasiljevic	ttrace	1	
wilko	ttftp	1	All-Hands Person
davidv	ttftp	0	All-Hands Person
csnell	ttftp	0	Developer
andlu	tte	1	
saachi	trvm	0	Developer
logosys	trvm	0	Developer
jacobdp	trvm	1	Project Manager
lhduc	truonganh	1	
cschlichtherle	truezip	1	
cschlichtherle	truevfs	1	
gursoybu	trperl	1	
robeden	trove4j	0	Developer
gann	trove4j	0	Developer
ericdf	trove4j	1	
bog2731	trogh	1	
cafxx	trng	1	
guyg42	trmi	1	
slogan621	trixul	1	
prafulla_t	trixul	0	Developer
mlamb	trivialpersist	1	
wsjradha	triveni	1	Developer
klaufer	triveni	1	
mvmsoft	tritos	0	Developer
frankgerhardt	tritos	0	
bokowski	tritos	1	
fangl	triones	0	Developer
brokendoor	triones	1	
bluedavy	triones	1	Project Manager
vacuum	trilldev	0	Developer
tometheus	trilldev	0	Developer
rf_hunter	trilldev	0	Developer
nemesis2	trilldev	0	All-Hands Person
nathanhart	trilldev	0	Developer
dreadnoughtgav	trilldev	0	Graphic/Other Designer
azhrarnlod	trilldev	1	Project Manager
arguile_althor	trilldev	0	Developer
abhi_milestone	tric	1	
xentac	triassic	1	Developer
the_moon	triassic	0	Developer
spartan5	triassic	1	Project Manager
pda	triassic	1	Developer
dudeofx	triassic	1	Developer
daimon_hall	triassic	1	Support Manager
belmond	tresframework	1	
dgasaway	tregstore	1	
tals	treexml	1	Project Manager
groffj	treepool	1	
iherwig	treecomp	0	Developer
emb	treecomp	1	Project Manager
yayo75	trashy	1	
smileyy	transmogrify	1	Project Manager
pmgremo	transmogrify	0	
lsusatyo	transmogrify	0	
jpnp	transmogrify	0	Developer
fuzzyfrog	transmogrify	1	
sunil_kosalge	translet	0	Developer
sujk	translet	1	Developer
mkarthikeyan	translet	1	
fullertonguy	translet	0	
arvindgopal	translet	0	Developer
wstokes	transgl	1	Developer
ariya	transgl	1	
mstefek	transedit	1	
beepee357	tractim	1	
hiro_hiro	tracide	1	
m3t30r1c	tracelog	1	All-Hands Person
nihilisticz	trac2jira	1	
igorzolnikov	trac-netbeans	1	
tieuquynhi	tqn	1	
vrecion	tpxmlpartner	0	Developer
tpsfadmin	tpxmlpartner	1	Unix Admin
robertjlove	tpxmlpartner	0	Developer
richardlight	tpxmlpartner	0	Developer
lholmgren	tpxmlpartner	0	Project Manager
voxik	tpvplanit	0	Developer
tpsfadmin	tpvplanit	1	
sjordi	tpvplanit	0	Developer
robertjlove	tpvplanit	0	
pblanton	tpvplanit	1	
ozmosys	tpvplanit	0	
mogambo	tpvplanit	0	
hdanzl	tpvplanit	0	
ebakkest	tpvplanit	0	
cjuergens	tpvplanit	0	Developer
chaoticpup	tpvplanit	1	
benoram	tpvplanit	1	
autowitch	tpvplanit	1	
andrewdenton	tpvplanit	0	
tpsfadmin	tpsystoolskylix	1	
thorsten_engler	tpsystoolskylix	0	
robroberts	tpsystoolskylix	0	
robertjlove	tpsystoolskylix	0	
ozmosys	tpsystoolskylix	0	
om-bill	tpsystoolskylix	0	
hdanzl	tpsystoolskylix	0	
fredhuffman	tpsystoolskylix	0	
chomse	tpsystoolskylix	0	
benoram	tpsystoolskylix	1	
andrewhollands	tpsystoolskylix	0	
tpsfadmin	tpsystools	1	
thorsten_engler	tpsystools	0	
robroberts	tpsystools	0	Developer
robertjlove	tpsystools	0	
ozmosys	tpsystools	0	
om-bill	tpsystools	0	
hdanzl	tpsystools	0	
fredhuffman	tpsystools	0	
corneliusd	tpsystools	0	Developer
chomse	tpsystools	0	
chaoticpup	tpsystools	1	
benoram	tpsystools	1	
autowitch	tpsystools	0	
andrewhollands	tpsystools	0	
tpsfadmin	tpsrmgr	1	
surehand	tpsrmgr	0	Developer
coyote65	tpsrmgr	1	
chaoticpup	tpsrmgr	0	
benoram	tpsrmgr	1	Developer
autowitch	tpsrmgr	0	
tpsfadmin	tpshellshock	1	
robertjlove	tpshellshock	0	Developer
ozmosys	tpshellshock	0	
om-bill	tpshellshock	0	
corneliusd	tpshellshock	0	Developer
chaoticpup	tpshellshock	1	
benoram	tpshellshock	1	
autowitch	tpshellshock	0	
andrewhollands	tpshellshock	0	
tpsfadmin	tporpheus	1	
robroberts	tporpheus	0	Developer
robertjlove	tporpheus	0	Developer
pblarsen	tporpheus	0	
pblanton	tporpheus	1	
ozmosys	tporpheus	0	
om-bill	tporpheus	0	
lholmgren	tporpheus	0	Developer
corneliusd	tporpheus	0	
coderwriter99	tporpheus	0	Developer
chaoticpup	tporpheus	1	
benoram	tporpheus	1	
autowitch	tporpheus	0	
andrewdenton	tporpheus	0	
tpsfadmin	tpopro	1	
benoram	tpopro	1	
ahaines	tponguardclx	1	Project Manager
tpsfadmin	tponguard	1	
robertjlove	tponguard	0	Developer
ozmosys	tponguard	0	
om-bill	tponguard	0	
kmorwood	tponguard	0	
jgxenite	tponguard	0	Developer
fredhuffman	tponguard	1	
corneliusd	tponguard	0	Developer
chaoticpup	tponguard	1	
benoram	tponguard	1	
autowitch	tponguard	0	
tpsfadmin	tpofficepartner	1	
robertjlove	tpofficepartner	0	Developer
chaoticpup	tpofficepartner	1	
benoram	tpofficepartner	1	
tpsfadmin	tplockbox	1	
thorsten_engler	tplockbox	0	
robroberts	tplockbox	0	Developer
robertjlove	tplockbox	0	Project Manager
paulfox	tplockbox	0	
ozmosys	tplockbox	0	
om-bill	tplockbox	0	
fredhuffman	tplockbox	1	
eadiaz	tplockbox	0	Developer
corneliusd	tplockbox	0	Developer
chomse	tplockbox	0	
chaoticpup	tplockbox	1	
benoram	tplockbox	1	
autowitch	tplockbox	0	
tpsfadmin	tpipro	1	
surehand	tpipro	1	Project Manager
robertjlove	tpipro	0	
philippejbruno	tpipro	0	
pbreneman	tpipro	0	
pblarsen	tpipro	0	
om-bill	tpipro	0	
mkaemmerer	tpipro	1	Developer
kmorwood	tpipro	0	
fredhuffman	tpipro	1	
donhill	tpipro	0	
chomse	tpipro	0	
chaoticpup	tpipro	1	
benoram	tpipro	1	
beermandan	tpipro	0	Developer
autowitch	tpipro	0	
wyszkowski	tpflashfiler	0	
tpsfadmin	tpflashfiler	1	
thorsten_engler	tpflashfiler	0	
surehand	tpflashfiler	1	
robertjlove	tpflashfiler	0	Developer
pblarsen	tpflashfiler	0	
ozmosys	tpflashfiler	0	
om-bill	tpflashfiler	0	
hdanzl	tpflashfiler	0	
ebakkest	tpflashfiler	0	
chomse	tpflashfiler	0	
chaoticpup	tpflashfiler	1	
benoram	tpflashfiler	1	
kostus2	tpfl	1	
tpsfadmin	tpessence	1	
surehand	tpessence	0	
robertjlove	tpessence	0	
mlopezvrus	tpessence	0	Developer
donhill	tpessence	1	
corneliusd	tpessence	0	Developer
chaoticpup	tpessence	1	
benoram	tpessence	1	
autowitch	tpessence	0	
andrewhollands	tpessence	0	
tpsfadmin	tpbtreefiler	1	
robroberts	tpbtreefiler	1	Project Manager
robertjlove	tpbtreefiler	0	
chaoticpup	tpbtreefiler	1	
benoram	tpbtreefiler	1	
tpsfadmin	tpaproclx	1	
thorsten_engler	tpaproclx	0	Developer
robertjlove	tpaproclx	0	Tester
philippejbruno	tpaproclx	0	Developer
pbreneman	tpaproclx	0	
ozmosys	tpaproclx	0	Developer
kmorwood	tpaproclx	0	Developer
hdanzl	tpaproclx	0	Developer
donhill	tpaproclx	0	Developer
coyote65	tpaproclx	1	
chomse	tpaproclx	0	Developer
chaoticpup	tpaproclx	1	
benoram	tpaproclx	1	
autowitch	tpaproclx	1	
whosyrdaddy	tpapro	0	
tpsfadmin	tpapro	1	
thorsten_engler	tpapro	0	
sboyd	tpapro	1	Developer
sammy_c	tpapro	0	Developer
robroberts	tpapro	0	Developer
robertjlove	tpapro	0	
philippejbruno	tpapro	0	
pbreneman	tpapro	0	
ozmosys	tpapro	0	
kmorwood	tpapro	0	
hdanzl	tpapro	0	
fredhuffman	tpapro	1	
donhill	tpapro	0	Developer
derbas	tpapro	0	Developer
coyote65	tpapro	1	
chomse	tpapro	0	
chaoticpup	tpapro	1	
benoram	tpapro	1	
autowitch	tpapro	1	
zunz	tpabbrevia	0	
tpsfadmin	tpabbrevia	1	
rohangreg	tpabbrevia	0	Developer
robertjlove	tpabbrevia	1	Project Manager
ricola71	tpabbrevia	0	Developer
pblarsen	tpabbrevia	0	
ozmosys	tpabbrevia	0	
om-bill	tpabbrevia	0	
jkaster	tpabbrevia	0	
fredhuffman	tpabbrevia	1	
corneliusd	tpabbrevia	0	Developer
chomse	tpabbrevia	0	
chaoticpup	tpabbrevia	1	
capeterson	tpabbrevia	0	Developer
benoram	tpabbrevia	1	Project Manager
autowitch	tpabbrevia	0	
arlm	tpabbrevia	0	Developer
fsaenzperez	toy	1	
rillig	towers-of-hanoi	1	
touzas	touzas	1	
billg	tourk	1	
mtirnanic	totaltext	1	
albion	totalsecurity	1	
snowak1	toster	1	Project Manager
alasota	toster	1	Project Manager
tenar	tosl	1	
dasdirk	torm	1	
schwab001	torero	1	Project Manager
marcus_uni	torero	1	
maxim-r	torba	1	
abulava	torba	1	Developer
nelson_r_furlan	topog	1	
maciekmazur	topclipse	1	
topas2d	topas2d	1	
eric451	toolsync	1	
james-mitchell	tools4java	1	Project Manager
carldmitch	tools4java	0	
vaebn_kehn	toolc	0	Developer
marc_andrysco	toolc	1	
clinckarts	toolbox	1	
fortuna	toolbag	1	
hoangvv	tonkin	1	Project Manager
hieuhn	tonkin	1	Project Manager
peejeh	tonic	1	
lasa	tome	1	
tigermalinen	tomcatide	1	Developer
pean	tomcatide	1	
mberg	tomcatide	1	
haqwin	tomcatide	1	Graphic/Other Designer
dev2null	tomcatide	1	No specific role
bornik	tomcatide	1	
beeson	tomcatide	1	Translator (I18N/L10N)
ttgamage	tomasulo	1	
menalaus	tomasulo	1	Developer
takumanjiro	tolstoj	1	
signature	tolop	1	Developer
alchemar	tolop	1	Developer
martinbascal	todotracker	1	
fernandoh	todotracker	1	Project Manager
hpmad	toaster	0	
bobsky	toaster	1	
bobbyone	toaster	0	
vincentharvey	toast	0	Developer
pelletjl	toast	0	Developer
mstevenson8	toast	0	Developer
knovak	toast	0	Developer
coombez	toast	1	Developer
ned14	tnfox	1	Project Manager
gra_moore	tmwsi	1	
apataki	tmplugin	1	
pleasereferto	tmessage	1	
lischke2	tmapi	0	Developer
lheuer	tmapi	1	Developer
larsga	tmapi	1	All-Hands Person
kal_ahmed	tmapi	1	All-Hands Person
joschmidt	tmapi	0	Developer
grove	tmapi	0	Developer
gra_moore	tmapi	1	All-Hands Person
zoro2	tls	0	Developer
scottg	tls	0	
razzell	tls	1	Developer
patthoyts	tls	0	Developer
hobbs2	tls	1	
hobbs	tls	1	
aborr	tls	0	
ecky-l	tloona	1	
dgasaway	tlistviewq	1	
myway310	tle	0	
madvirus	tle	1	
limhanchul	tle	0	Developer
kl-icann	tld-validation	1	
flibuste	tlabs	1	Project Manager
ccleva	tlabs	1	Project Manager
jackknifebarber	tjdo	1	Developer
damonew	tjdo	0	Developer
gentboy	tinyparser	1	
nc3b	tinynotes	1	
ross_trusler	tiopf	0	Developer
pvspain	tiopf	0	Developer
pmcnab	tiopf	0	Developer
phinrichsen	tiopf	1	Project Manager
jarrodh	tiopf	0	Developer
graemeg	tiopf	1	Developer
discosys	tiopf	1	Developer
andrewdenton	tiopf	0	Developer
chenyj	tinyxml4j	1	Project Manager
yvesb	tinyxml	0	
leethomason	tinyxml	1	
ellers88	tinyxml	0	Developer
sunil_s	tinywidgets	1	
navs	tinywidgets	0	
amms	tinywidgets	0	
egladysh	tinytl	1	
the-moog	tinysh	1	
michelg	tinysh	1	
gbevin	tinyqt	1	
caiyu	tinyprinter	1	
alexmcmanus	tinyndi	1	
rrnn97	tinycxx	1	Project Manager
alben	tinycxx	1	
theworld40	tinycfg	1	
rrokytskyy	tinybird	1	
berlangero	tiny-workflow	1	
jaalto	tiny-tools	1	Project Manager
fagiano	tiny-rex	1	
millershane	tinternetquery	1	
nierbeck	timetrackplugin	1	
sfbouchard	timetrack	0	Developer
paulseamus	timetrack	1	Developer
kaczula	timetrack	0	Developer
javajedi	timetrack	1	
camk	timetrack	0	Developer
kbg	timespread	1	
nottrz	timerplugin	1	
wojdyla	timeplaner	1	
enders	timecontrol	1	
bphanikumar	timeclipse	1	Developer
banuradha	timeclipse	0	Developer
westajay	timeandmoney	0	Doc Writer
sadehb	timeandmoney	0	Developer
johndcorbett	timeandmoney	0	Developer
ericevans	timeandmoney	1	All-Hands Person
btbuxton	timeandmoney	1	Project Manager
bchawk	timeandmoney	1	Content Management
alphaprojects	timeandmoney	0	
natgio	time-table4u	1	
ozioso	time-stamper	1	
architekt	tilelib	1	
viet	tigre	1	Developer
netaman	tigre	1	
rubenrovira	tieradapter	1	Developer
omarbellio	tieradapter	0	Developer
msalias	tieradapter	1	Project Manager
geoffmc	tidywrap	0	Developer
creitzel	tidywrap	1	Project Manager
arnaud02	tidywrap	0	Developer
fcarlier	tidyfornet	1	
terry_teague	tidy	1	Developer
lpassey	tidy	0	Developer
krusch	tidy	0	Developer
hoehrmann	tidy	1	Developer
draggett	tidy	0	Advisor/Mentor/Consultant
creitzel	tidy	1	Developer
arnaud02	tidy	0	Developer
payement	ti89editor	1	Project Manager
bckgrndstds	thenxtcc	1	
axionet	thymedes	1	Project Manager
thycotic	thycotic-data	1	
mizar_sf	thunderblitz	1	
seriema	thumbview	1	Developer
rootbear	thumbview	0	Advisor/Mentor/Consultant
ashmore_dc	threadworks	1	
hanseno	threads	1	Project Manager
cass	threads	0	Developer
cdrnet	threadmsg	1	
jdavies	thorn	1	
nekronomekron	thor	1	
dwhall	thmonkeeproject	1	
yozefg	thinking-forth	0	Developer
paysan	thinking-forth	1	Developer
nmh	thinking-forth	0	Developer
meldrum	thinking-forth	0	Developer
masamic	thinking-forth	0	Translator (I18N/L10N)
lesto	thinking-forth	0	Developer
jhoger	thinking-forth	1	Project Manager
frer	thinking-forth	0	Translator (I18N/L10N)
beroset	thinking-forth	0	Developer
alive-dsn	thinking-forth	0	Translator (I18N/L10N)
aertl	thinking-forth	0	Developer
lionel_b	thinkcollabs	1	
julien-perret	thinkcollabs	1	
rsquared	thexfile	1	
vsprog	thespg	0	Advisor/Mentor/Consultant
purplechap	thespg	1	Editorial/Content Writer
davidhutton	thespg	0	Editorial/Content Writer
caj	thespg	0	Editorial/Content Writer
shepdog	thep2plattice	0	Developer
eldaly	thep2plattice	1	Project Manager
badnick	thep2plattice	0	Developer
birnfeld	theopenengine	1	
philiplindsay	themongoose	1	
codebert9	theide	1	
nothingelz	theida	1	
tabmaster	thefigaro	1	
martinjakubik	theclublisher	1	Project Manager
amon-theba	thebadb	1	
willgorman	theanvil	0	All-Hands Person
softwareserf	theanvil	0	Porter (Cross Platform Devel.)
shannonhastings	theanvil	1	All-Hands Person
panman75	theanvil	0	Developer
ostersc	theanvil	1	All-Hands Person
nathasm	theanvil	0	All-Hands Person
exile57	theanvil	0	All-Hands Person
astar_	the7bind	1	
viciousdog	the-next-please	1	
dawus	thallo	1	
suriver	tgtl	0	Developer
muhkuh25	tgtl	0	Developer
bobvodka	tgtl	1	Developer
dwichman	tghcache	1	Developer
pbklink	tfieldedtext	1	
nilsine	telefonino	1	
littlecooldude	textmenu	1	Developer
yurimalheiros	textflow	1	Developer
n3t0	textflow	1	
dfrey42	textfilt	1	
cmweat01	textconverter	1	
enders	textconv	1	
thorkri	text	1	
nikita_sidorov	text-template	1	
stefanoss	texlib	0	Developer
skunk	texlib	0	Developer
oblomov	texlib	1	
ljulliar	texidoclet	1	
jscheid	texidoclet	1	All-Hands Person
alexl	texidoclet	1	All-Hands Person
tetsujin	tetsujin	1	
yoshigoya	teststudio	1	
valcas	testpilot	1	
luano	testpilot	1	Developer
lexusolution	testmaster	0	Developer
bahgdadc	testmaster	0	Developer
alandpearson	testmaster	1	
tjhart	testkit	1	All-Hands Person
dmgass	testgen	1	
bahgdadc	testfoundry	1	Developer
dranatunga	test4j	1	All-Hands Person
aaronwhittier	test4j	1	All-Hands Person
rmccullough	tesly	0	Developer
bcurtis	tesly	1	Project Manager
nkuitse	teskrel	1	
pombredanne	teretere	1	Project Manager
teniga	teniga	1	
v_pecinka	teng	1	Project Manager
vasek	teng	1	Project Manager
sten__	teng	0	Developer
solamyl	teng	1	Project Manager
rpodgorny	teng	0	Developer
romanmarek	teng	0	Developer
phuture	teng	0	
koko007	teng	0	Graphic/Other Designer
chose	teng	0	Web Designer
chlastakov	teng	1	Developer
burlog	teng	1	Developer
adam410	tempophp	1	
operator_smooth	template	1	
ktat	template-viewer	1	Developer
iwaim	template-viewer	0	Developer
vishnu_pillai	template-lang	1	
manu_mr	template-lang	0	Analysis / Design
vrruiz	templage	1	
rgammans	telo	1	
ruben1980	teleport	1	Developer
arnold81	teleport	1	
teranova1969	teevee	1	
sguna	teenylime	0	Developer
paolinux78	teenylime	1	Project Manager
mceriotti	teenylime	0	
lmottola	teenylime	1	
bronwasser	teenylime	0	Developer
ben_christian	teenylime	0	Developer
shanky_tiwari	tee	1	
freed0	tecviewer	1	
dek0000	technoforge	1	
chessh	tease	1	
roman_k	teamtrac	1	
micmanos	teamsync	1	
marciodeg	teampuzzle	1	
cpernaut	teampuzzle	1	
atownley	te-code	1	
kevin_richards	tdwgrdfbrowser	1	
tebis	tdmlib	1	Project Manager
shwetarajkot	tdlplayground	1	
saas2813	tde	0	No specific role
dcorbin	tde	1	
atinkham	tde	0	
andrea_piovesan	tdbtreeview	1	
psypath	tdbsql	1	
kangling	tdbsql	0	
hajvan	tdbsql	0	Unix Admin
godp	tdbsql	0	Developer
tridge	tdb	1	
tpot	tdb	1	
rusty	tdb	1	
mbp	tdb	0	Developer
jeremy	tdb	1	
dave0	tdb	0	
cyeoh	tdb	1	
conrad	tdb	0	Developer
ben	tdb	1	
antonb	tdb	1	
gsantinimx	tc65apidevelop	1	Project Manager
miketyler	tcpcomponents	1	
mrtn	tconf	1	
jesjones	tcom	1	
ricardoj	tclwebcompanion	1	
jscottb	tclvs	1	
kenstir	tclunit	1	
xiaotaow	tcludp	1	Project Manager
patthoyts	tcludp	1	Developer
puffmagicdragon	tcltextedit	0	Developer
dennis2	tcltextedit	1	Developer
robert_seeger	tclstubs	1	
matben	tclspeech	1	
schoepe	tclsnippets	1	
rnurmi	tclodbc	1	All-Hands Person
hobbs	tclodbc	1	
exgerhardr	tclodbc	1	
martinlemburg	tclmapi	1	
mmclennan	tclish	1	
marhar	tclish	1	
kraney	tclish	1	
jgarrison	tclimage	1	
jaspp	tclgbp	1	Developer
breadcrust	tclgbp	1	
tst	tclfr	1	
darkevil	tclfr	0	
bazz	tclfr	1	
angra	tclfr	1	
wenig17	tclcompress	1	
roadkillbunny	tclcanvas	1	Project Manager
das	tclapplescript	1	Project Manager
bdesgraupes	tclapplescript	1	
andreas_kupries	tclapplescript	0	Developer
zeekec	tclap	0	Developer
mes5k	tclap	1	
macbishop	tclap	1	Developer
petasis	tclagent	1	
cyan	tcl-tlc	1	
sarnold75	tcl-pkg	1	
quadrabyte	tcl-cm3	0	No specific role
poleegamm	tcl-cm3	0	No specific role
mangoa01	tcl-cm3	1	
talidat	tce	1	
carnege	tce	0	No specific role
a_thiele	tce	1	Developer
univxasm	tcalc	1	All-Hands Person
peacekeeper	tcalc	0	Tester
arunarunarun	tcalc	0	Project Manager
little_freaky	tc-ipod-plugin	1	
terracotta	tc-ehcache	1	
tburgler	tburgler	1	
ecocode	tbt	1	All-Hands Person
theodiggers	tbroot	1	Project Manager
panhead490	tbroot	0	Developer
netaustin	tbroot	0	Developer
blkonblk	tbroot	0	Advisor/Mentor/Consultant
futuretab	tbreporting	1	
tomasvilda	tbarcode	1	
redbomberman	tbaproductions	1	
shammah	tba-py	1	
skiminki	tautomaton	1	Project Manager
natet	tasksw	1	
lzpy	taskservice	1	
mati_pl	taskplanner	1	
hellmasterita	taskman	1	
valdarez	taskit	1	Project Manager
joiellis	taskit	1	All-Hands Person
tahasam	taskbean	1	Project Manager
raufi	taskbean	1	Project Manager
biglug	tasc	1	
soulrift	tarmak	0	Developer
nebu_pookins	tarmak	1	
reeteshmukul	tarang	1	
scornflake	tapestry	0	Developer
rlewisshell	tapestry	0	Developer
mindbridge	tapestry	0	Developer
hship	tapestry	1	Developer
glongman	tapestry	0	Developer
lutzh	tapestry-jcr	1	
sandroheitz	tango	0	
mathis	tango	1	
tek2001x	tanglekit	0	Developer
lynix	tanglekit	0	Developer
jdmartinez	tanglekit	0	Developer
generalgherkin	tanglekit	1	Project Manager
bryan_se	tanglekit	1	Project Manager
petays	tammi	0	Developer
mpriha	tammi	1	Developer
ipriha	tammi	1	Developer
sivaraj	tamiltools	1	All-Hands Person
wursterj	talks2	1	
eisenmann	talks2	1	Project Manager
scw1109	tajaxable	1	Developer
joannafan	tajaxable	1	Developer
dbai	tajaxable	1	Developer
sonbuianh	tailormanager	1	
warlock00	tailforwin32	0	Developer
ragamuffin	tailforwin32	0	Developer
paulperkins	tailforwin32	1	Project Manager
objektiv	tailforwin32	1	
simon_g_brown	tagunit	1	All-Hands Person
sam_dalton	tagunit	1	All-Hands Person
cjd4	tagunit	0	Developer
timoross	tagtraum-jo	0	Developer
mn_de	tagtraum-jo	0	Developer
hendriks73	tagtraum-jo	1	
hkiemes	tagsearch	1	
reval	tagprint	1	Developer
micci	tagprint	1	Project Manager
makotos	tagprint	1	Project Manager
baykit	tagprint	1	
osmo	tagmgr	1	
biswapesh	tagmanager	1	
knigge	taglibtools	1	
traber	taglets	1	
essmann	taglets	1	Developer
cjstehno	taggerplugin	1	
oliver_horst	tagcloud	1	Developer
bastl	tagcloud	1	
ngan	tagbrowser	1	
zombi	tacos	0	
sunfmin	tacos	0	Developer
sdanig	tacos	0	Developer
phraktle	tacos	1	Project Manager
leoquijano	tacos	0	Developer
jkuhnert	tacos	1	Developer
jeje	tacos	0	Developer
idrobiazko	tacos	0	Developer
ideasculptor	tacos	0	Developer
gabrielha	tacos	0	Developer
darkeye	tacos	0	Developer
andyhot	tacos	1	Developer
gabrielteratos	tabulation	1	
albel	tabletag	1	
titanandrews	tablediff	1	
clawsss	t2web	1	Developer
xthefull	t-gtk	1	Project Manager
rosenwla	t-gtk	0	
riztan	t-gtk	0	
marcosgambeta	t-gtk	0	
kuato	t-gtk	0	
gamaliel0763	t-gtk	0	
clneumann	t-gtk	0	
bfeely	mzx32	1	
zvi	mzgtk	0	
rustychris	mzgtk	1	
mhohl	myupx	1	
harishkswamy	myworkspace	1	
neocarton	myvarmng	1	
burkovsky	mytracker	1	Project Manager
ternet	mytm	1	
lordmyth	mythge	1	Project Manager
piotrjura	mystix	1	Project Manager
llutti	mystix	0	Developer
swsalan	mysqlmembership	1	
ultralight32	mysqldrivercs	1	
cmurialdo	mysqldrivercs	0	Developer
cwienands	mysqldotnet	1	
redi	mysqlcppapi	1	Developer
murrayc	mysqlcppapi	1	Project Manager
hellonnet00	mysql32dll	1	
johngaughan	mysql--	0	Developer
dsharp	mysql--	1	Project Manager
bleuler	myspms	1	Project Manager
ravenix2	mysep	1	Project Manager
giorgio83	mysdlgui	1	
lion12345678910	myprograming	1	Project Manager
javaj2eej2me	myprograming	0	Web Designer
candy91	myprograming	0	Web Designer
davidlxm	myprofiler	1	
trini0	myphpnuke	0	All-Hands Person
s10v8	myphpnuke	0	Developer
kirilt	myphpnuke	0	Developer
gacott	myphpnuke	1	Project Manager
doyley	myphpnuke	0	Developer
ajvwaay	myphpnuke	1	Project Manager
