dev_loginname	proj_unixname	is_admin	position
georgeuoa	gexpa	1	No specific role
burnin	gexperts	0	Developer
eberry	gexperts	1	Project Manager
shoffmeister	gexperts	0	Project Manager
twm	gexperts	0	Developer
jcfranks	gfc	1	No specific role
cucumelo	gfclib	0	All-Hands Person
filipe_maia	gfclib	0	Developer
jcfranks	gfclib	1	Project Manager
krister	gfclib	0	Developer
zero_dogg	gfsi	1	No specific role
mlavwilson	gfw	1	No specific role
rafael_jannone	gfxlib	1	No specific role
essial	ggamestudio	1	No specific role
adamel	ggi	0	No specific role
agraef	ggi	0	Porter (Cross Platform Devel.)
aldot	ggi	0	Tester
antrik	ggi	0	No specific role
cegger	ggi	1	Developer
foske	ggi	0	Developer
fries	ggi	0	Porter (Cross Platform Devel.)
fspacek	ggi	0	Developer
ggibecka	ggi	1	Tester
mooz	ggi	0	Developer
neiljp	ggi	0	Tester
nsouch	ggi	0	Porter (Cross Platform Devel.)
ortalo	ggi	0	Developer
orzo	ggi	0	Developer
pekberg	ggi	1	Developer
redmondp	ggi	0	Developer
riyu	ggi	0	Developer
rohara	ggi	0	Porter (Cross Platform Devel.)
skids	ggi	0	Developer
soyt	ggi	1	Web Designer
thayne	ggi	0	Packager (.rpm, .deb etc)
vvk_	ggi	0	Developer
allenb	ggt	1	Project Manager
aronb	ggt	1	Developer
dshipton	ggt	0	Developer
jahare	ggt	0	No specific role
nonchocoboy	ggt	0	Developer
patrickh	ggt	1	All-Hands Person
subatomic	ggt	0	Project Manager
avramovic	ggtt	1	No specific role
rohanr2	ghexcalc	1	No specific role
zvis	ghwt	1	No specific role
jgperrin1971	gi-commons	1	No specific role
gstover	giggle	1	No specific role
ajoo	gill	1	Developer
housisong	gill	1	Developer
papercranescut	gill	1	No specific role
gb_architect	gimp-gpu	1	No specific role
mrijk	gimp-sharp	1	No specific role
neppanepenthes	gimp-sharp	1	Developer
oded_c	gimp-sharp	0	Developer
prokoudine	gimp-sharp	0	Translator (I18N/L10N)
sdarlington	gindent	1	No specific role
zz_ziled	ginits-pax	1	No specific role
daimon_hall	giotto	1	Project Manager
dudeofx	giotto	1	Developer
pda	giotto	1	Developer
spartan5	giotto	1	Project Manager
xentac	giotto	1	Developer
sjbrown	girls	1	No specific role
kurtac1	gisi-pm	0	No specific role
srk	gisi-pm	1	No specific role
mirrorsh	giter	1	All-Hands Person
ensonic	gitk	1	Project Manager
geek7	gitk	0	No specific role
ianuti	gitk	0	Developer
mrandel	gitk	0	Developer
nordside	gitk	0	Developer
sast	gitk	0	Developer
sebpaul	gitk	0	Developer
will_mason	gizmos	1	All-Hands Person
jamescaska	gjava	0	Developer
kalyan-sundar	gjava	0	Developer
porfirio	gjava	1	Developer
randomizer	gjava	0	Developer
techguyx	gjava	0	Developer
tgmg	gjava	1	No specific role
andieb	gladius	0	Tester
legolas558	gladius	1	All-Hands Person
trex1512	gladius	0	Tester
drgnslyr	glappgrapher	1	No specific role
jo2y	gleak	1	No specific role
gldm	gleditor	1	No specific role
druid-	glgui	1	Project Manager
nonamehjb	glgui	0	Developer
yeseop	glgui	0	Developer
porton	glib-bind	1	No specific role
rodarvus	glib-objc	1	Developer
ruda	glib-objc	1	Developer
dnedrow	glibc-darwin	1	No specific role
alito	glimmer	1	All-Hands Person
chicane	glimmer	1	No specific role
ryanw	glimmer	1	No specific role
cmzach	glipkit	1	No specific role
godlikemouse	glm-jsc	1	No specific role
acelet	global-environm	1	No specific role
dioli	gloomengine	1	Project Manager
kvlr	gloomengine	1	Advisor/Mentor/Consultant
markjvickers	gloss	1	Project Manager
dazuma	glow	1	Project Manager
nagle	glow	0	Developer
rowanjames	glow	1	Project Manager
dalat	glucene	1	No specific role
elarson	gmail-api	0	Developer
johnvey	gmail-api	1	No specific role
juantar	gmbigtemplate	1	No specific role
ercan_ismail	gmc4j	1	No specific role
mike-harding	gmc4j	1	Developer
kukukuan	gmcc	1	No specific role
nathancrews	gml2civil	1	No specific role
lokan	gmlib	1	No specific role
scorpio	gmodulemm	1	No specific role
rothomp3	gmpplusplus	1	No specific role
scop	gmuck	1	No specific role
jcreem	gnat-florist	1	Packager (.rpm, .deb etc)
karlnyberg	gnat-florist	1	All-Hands Person
krischik	gnat-florist	1	Project Manager
matli	gnat-florist	0	Developer
rombobeorn	gnat-florist	1	Packager (.rpm, .deb etc)
martindowie	gnat4oa	1	No specific role
mikegr	gnatsbrowser	1	No specific role
jimsearle	gnatsperl	0	Developer
nuffle	gnatsperl	1	Project Manager
dbotton	gnavi	1	Project Manager
gdemont	gnavi	0	Developer
gressett	gnavi	0	Developer
jvandyk	gnavi	1	No specific role
stephen_leake	gnavi	0	Developer
pgbaum	gnocl	1	No specific role
herzi	gnome-gcj	1	Developer
osk	gnome-gcj	1	No specific role
apakkan	gnome-turk	0	Developer
camcorder	gnome-turk	1	All-Hands Person
flau	gnome-turk	1	Unix Admin
kabalak	gnome-turk	1	No specific role
sinan	gnome-turk	0	All-Hands Person
usta	gnome-turk	0	All-Hands Person
comick85	gnopaste	0	Developer
mosez	gnopaste	1	Project Manager
serhei	gnork	1	No specific role
ackahn	gnotepad	1	No specific role
dpaehl	gnsis	1	No specific role
noxorc	gnu-efi	1	No specific role
altugbayram	gnu-tr	0	Developer
apassionplay	gnu-tr	0	Developer
coltekin	gnu-tr	0	Developer
deniz02	gnu-tr	1	Project Manager
dobidik	gnu-tr	0	Developer
elmaogullari	gnu-tr	0	Developer
engin	gnu-tr	0	Developer
erdinc	gnu-tr	0	Developer
flau	gnu-tr	0	Developer
hakova	gnu-tr	0	Developer
ilgici	gnu-tr	0	Developer
imacit	gnu-tr	0	Developer
meren	gnu-tr	0	Developer
nilgun	gnu-tr	0	Developer
opheus	gnu-tr	0	Developer
ozaygen	gnu-tr	0	Developer
rorqual	gnu-tr	0	Developer
sinan	gnu-tr	0	Developer
nikitis	gnu6	1	Project Manager
elsalvador	gnubuntu	1	No specific role
dneighbors	gnue	1	No specific role
jamesthom	gnue	1	No specific role
jcater	gnue	1	No specific role
freynaud	gnuegw	1	Developer
jeluard	gnuegw	1	Developer
jfpoux	gnuegw	1	No specific role
neolynx	gnufondue	1	No specific role
jemarch	gnumadrid	1	No specific role
birge	gnumex	1	Project Manager
chulbe2lsu	gnumex	0	Developer
matthewbrett	gnumex	1	No specific role
ingraldi	gnuplot-py	1	Developer
mhagger	gnuplot-py	1	Developer
parejkoj	gnuplot-py	0	Developer
aanjhan	gnusim8085	0	Developer
nearfar	gnusim8085	1	Developer
onkarshinde	gnusim8085	0	Developer
ville.solarius	gnusim8085	0	Web Designer
conradpino	gnutelephony	0	Developer
dyfet	gnutelephony	1	No specific role
scott_bailey	gnutelephony	0	Developer
rustino	gnutellalib	1	No specific role
luciomaciel	gnutil	1	No specific role
chris74	gnuwinapp	1	No specific role
bayt	goanna	1	Developer
bobmarcum	goanna	0	Developer
bstrasser	goanna	0	No specific role
butcherch	goanna	0	Developer
classens	goanna	0	Developer
colin-adams	goanna	1	Project Manager
kwaxer	goanna	0	Developer
loryn	goanna	0	Developer
mqm	goanna	0	Developer
neallester	goanna	1	Developer
brianhammond	goat	1	No specific role
yuri_b	gobjects	1	No specific role
anlei	gobo-eiffel	0	Developer
berenddeboer	gobo-eiffel	0	Developer
christianmc	gobo-eiffel	0	Developer
colin-adams	gobo-eiffel	0	Developer
ericb	gobo-eiffel	1	Project Manager
farnaud	gobo-eiffel	1	Project Manager
gmc444	gobo-eiffel	0	Developer
hey	gobo-eiffel	0	Developer
jfiat	gobo-eiffel	0	Developer
karine_arnout	gobo-eiffel	0	Doc Writer
kwaxer	gobo-eiffel	0	Developer
majkel-k	gobo-eiffel	0	Developer
neallester	gobo-eiffel	0	Developer
pgcrism	gobo-eiffel	0	Developer
schoelle	gobo-eiffel	0	Developer
svene	gobo-eiffel	0	Developer
zsimic	gobo-eiffel	0	Developer
goddex	goddex	1	All-Hands Person
awwaiid	goe	1	Developer
feelicks	goe	1	Developer
worldmaker	golddotnet	1	No specific role
dawmail333	golden-light	1	No specific role
jamalsoofi	golden-light	0	No specific role
asthomps	golib	1	Project Manager
gregoryrbaker	golib	1	Developer
ndcr1023	golib	1	Developer
gomb	gomba-php	1	No specific role
fellow99	gomp	1	No specific role
csilvers	goog-gflags	1	No specific role
grprakash	googlipse	1	All-Hands Person
techieguy	googlipse	1	No specific role
gigvivek	goscript	1	No specific role
asahni	gotjava	0	Developer
cookspol	gotjava	0	Developer
gregorypierce	gotjava	0	Developer
igors	gotjava	0	Developer
jaaron_farr	gotjava	0	Developer
matt-jl	gotjava	1	Project Manager
neoflux	gotjava	1	Project Manager
rickross	gotjava	1	Project Manager
scottdelap	gotjava	0	Developer
sdelap	gotjava	0	Developer
vsima	gotjava	0	Developer
bandyt	gous	1	Project Manager
kaythespy	gous	0	Developer
pjsb	gous	1	Project Manager
ali_shabdar	gozaresh	1	No specific role
alekhin	gpe4gtk	0	No specific role
batek	gpe4gtk	0	No specific role
bdemuth	gpe4gtk	0	Developer
bschuller	gpe4gtk	0	Developer
chengweiwang	gpe4gtk	0	Developer
codingbear	gpe4gtk	0	Developer
deniscmc	gpe4gtk	0	No specific role
dizhigul	gpe4gtk	1	Developer
dnpetrov	gpe4gtk	1	Developer
dwerwin	gpe4gtk	0	Advisor/Mentor/Consultant
golbi	gpe4gtk	0	No specific role
h4vard	gpe4gtk	0	Developer
hmersch	gpe4gtk	0	Developer
immars	gpe4gtk	0	Developer
ioodints	gpe4gtk	0	Developer
kentemich	gpe4gtk	1	Developer
kuracharybda	gpe4gtk	0	No specific role
likun-liu	gpe4gtk	0	Developer
lkirtchakova	gpe4gtk	0	No specific role
lukichev	gpe4gtk	1	Developer
mlukichev	gpe4gtk	0	No specific role
nbmalysh	gpe4gtk	1	Developer
piotrbala	gpe4gtk	0	No specific role
quick-qi	gpe4gtk	0	Developer
ratering	gpe4gtk	1	Developer
rocamendez	gpe4gtk	0	No specific role
slanzarini	gpe4gtk	0	No specific role
vanniand	gpe4gtk	0	No specific role
vashorin	gpe4gtk	1	Developer
vhuber	gpe4gtk	0	Developer
vnryabin	gpe4gtk	0	Developer
yirin	gpe4gtk	0	Developer
slizardo	gpgext	1	No specific role
undees	gpib-tcl	1	All-Hands Person
pdalet	gpib82357a	1	No specific role
tvierling	gplv2	1	Project Manager
nooper	gppfront	1	No specific role
alexsott	gpsd	1	No specific role
flatyre	gpullover	1	No specific role
a-shneyderman	grackit	1	No specific role
auctmore	grainedlogin	1	No specific role
rmihal	grammar2parser	1	No specific role
graphcontrol	graphcontrol	1	No specific role
giorgio83	graphcontrols	1	No specific role
per	graphico	1	No specific role
doobaq	graphil	1	Developer
hryczuk	graphil	1	Developer
pafinde	graphil	1	No specific role
pafinde2	graphil	1	Developer
wiktor	graphil	1	Developer
cehardin	graphiteapi	1	No specific role
acme	graphviz-perl	1	No specific role
rohanprabhu	grassroot	1	No specific role
benthurston	grasssmml	1	No specific role
base13	graysky	1	No specific role
champion	graysky	1	Developer
a-shneyderman	grdevtools	1	No specific role
dtakamori	grdevtools	0	Developer
farocco	grdevtools	0	No specific role
kaewkasi	grdevtools	0	No specific role
shaiguitar	greatmodel	1	No specific role
mipsator	gredit	1	No specific role
cbridgerg00	greenengine	0	No specific role
davidgao89	greenengine	0	No specific role
jeromiya	greenengine	1	No specific role
icelus	greenfinch	1	No specific role
wibrahim	greenfinch	0	Developer
tompr1234	greenflag	1	No specific role
c_wraith	gretel	1	All-Hands Person
jmkf	gretel	0	Developer
michalyoung	gretel	1	All-Hands Person
thundercow	gretel	0	Developer
akirschbaum	gridarta	1	Project Manager
christianhujer	gridarta	1	Project Manager
derdanny	gridarta	1	Project Manager
gros	gridarta	0	Developer
longir	gridarta	0	Developer
michtoen	gridarta	0	Developer
rjtanner	gridarta	0	Developer
ryo_saeba	gridarta	0	Developer
swegecko	gridarta	0	Developer
z0ra	gridarta	0	Developer
piascikj	gridiron	1	No specific role
t1deman	gridiron	0	Developer
barryfp	gridkit	1	Developer
p_grace	gridkit	1	No specific role
jgoodson	gridsoft	1	No specific role
calumfodder	grinder	0	Developer
jwk330	grinder	0	Developer
lemeunier	grinder	0	No specific role
philipa	grinder	1	No specific role
vmitov	grinder	0	Developer
fladder	groove	1	Developer
hovej	groove	0	Developer
iovka	groove	0	Developer
kastenberg	groove	1	Project Manager
mkurban	groove	0	Developer
rensink	groove	1	No specific role
sombekke	groove	0	Developer
vleeuwen	groove	0	Developer
jervin	groovy-monkey	1	Project Manager
ulyssessouza	groovyoneclipse	1	No specific role
hship	gropt	1	No specific role
misterdj	grouptool	1	All-Hands Person
mrguide	grouptool	1	No specific role
zay	grouptool	1	All-Hands Person
drmacro	grove4j	0	Developer
gra_moore	grove4j	1	No specific role
jackpark	grove4j	0	Developer
jheintz	grove4j	0	Developer
wigleys	grove4j	0	Developer
cavac	grumpfzotzlinux	1	No specific role
matt_n	grunt	1	No specific role
anunez	grupohci	1	Project Manager
bhuvan_s_2000	grupohci	0	Developer
evo_lemon	grupohci	0	Developer
javapandit	grupohci	0	Developer
lpezet	grupohci	0	Developer
prashantkvc	grupohci	0	Developer
recrea	grupohci	0	Developer
reddendon	grupohci	0	Developer
rodrigo_ramirez	grupohci	0	Developer
snandan	grupohci	0	Developer
mbowler	gsbase	1	Project Manager
svetzal	gsbase	0	Developer
bstpierre	gscheduler	1	No specific role
cosmo_k	gscheduler	0	No specific role
maddog39	gse	1	No specific role
adamkangas	gsk	0	No specific role
bantham	gsk	0	Developer
davebenson	gsk	1	No specific role
gus_shaffer	gsk	0	No specific role
mrad	gsk	0	No specific role
nsalehi	gsk	0	Developer
twitkamp	gsk	0	Developer
warezio	gsk	0	No specific role
gsse	gsse	1	No specific role
ajmitch	gstreamer	0	Developer
benow	gstreamer	0	Developer
cael	gstreamer	0	Developer
colinwalters	gstreamer	0	No specific role
company	gstreamer	0	Developer
dilinger	gstreamer	0	Developer
dlehn	gstreamer	0	Developer
dobey	gstreamer	0	Developer
dolphy	gstreamer	0	Developer
dschleef	gstreamer	0	Developer
hadess	gstreamer	0	Developer
jesimon	gstreamer	0	Developer
jpritikin	gstreamer	0	Tester
jyasskin	gstreamer	0	Porter (Cross Platform Devel.)
lmjohns3	gstreamer	0	Developer
mmeeks	gstreamer	0	Developer
murrayc	gstreamer	0	No specific role
nodatadj	gstreamer	0	Developer
omegahacker	gstreamer	1	Project Manager
ow3n	gstreamer	0	Developer
r0garcia	gstreamer	0	No specific role
rbultje	gstreamer	0	Developer
richardb	gstreamer	0	Developer
sackrtp	gstreamer	0	Developer
sbaker3	gstreamer	0	Developer
sxpert	gstreamer	0	No specific role
teebaum	gstreamer	0	Developer
teuf	gstreamer	0	Developer
thaytan	gstreamer	0	Developer
theuraeus	gstreamer	1	All-Hands Person
thomasvs	gstreamer	1	Advisor/Mentor/Consultant
vishnu	gstreamer	0	No specific role
wingo	gstreamer	0	No specific role
wtay	gstreamer	1	Project Manager
yippi	gstreamer	0	Porter (Cross Platform Devel.)
zak147	gstreamer	0	Developer
drewpc	gstring	1	No specific role
jonped	gtd-unittest	1	Developer
ucmueller	gtd-unittest	1	Developer
brad_beveridge	gtengine	1	Project Manager
keef	gtengine	1	Analysis / Design
keless	gtengine	0	Developer
woz1010	gtengine	1	Advisor/Mentor/Consultant
pablorg	gtframework	1	No specific role
chris_y	gtk-amiga	0	Developer
csirac	gtk-amiga	0	Developer
evasilakis	gtk-amiga	1	Developer
hfrieden	gtk-amiga	0	Developer
hnl_dk	gtk-amiga	1	Project Manager
nicomen	gtk-amiga	0	Developer
shoepower	gtk-amiga	0	Developer
tfrieden	gtk-amiga	0	Developer
verhaegs	gtk-amiga	0	Developer
pcostabel	gtk-cocoa	1	No specific role
abreynolds	gtk-osx	0	Unix Admin
awreynolds	gtk-osx	0	Unix Admin
benh57	gtk-osx	0	Developer
laprock	gtk-osx	0	Project Manager
mrsid	gtk-osx	0	Developer
robinrowe	gtk-osx	1	Project Manager
sarcone	gtk-osx	0	Developer
gtk-server	gtk-server	1	No specific role
mkestner	gtk-sharp	1	No specific role
borup	gtk2-perl	0	Developer
cowens	gtk2-perl	0	Developer
dlacroix	gtk2-perl	0	Developer
dov-g	gtk2-perl	0	Doc Writer
ebassi	gtk2-perl	0	Developer
ggc	gtk2-perl	0	Developer
glade-perl	gtk2-perl	0	Developer
gthyni	gtk2-perl	0	Developer
jcurbo	gtk2-perl	0	Doc Writer
joered	gtk2-perl	0	Developer
kaffeetisch	gtk2-perl	1	Developer
muppetman	gtk2-perl	1	Developer
noiddicle	gtk2-perl	0	Developer
pcg	gtk2-perl	0	Developer
rwmcfa1	gtk2-perl	0	Developer
leidola	gtk2forpascal	0	Developer
mgaertner	gtk2forpascal	1	No specific role
tbzatek	gtk2forpascal	0	Developer
as49	gtk2hs	1	No specific role
dg22	gtk2hs	0	Developer
duncan_coutts	gtk2hs	1	Developer
ggd	gtk2hs	0	Web Designer
josve	gtk2hs	0	Developer
juhp	gtk2hs	1	Developer
saettaz	gtkcombogrid	1	No specific role
antoniorm	gtkd	1	No specific role
mailund	gtkeditor	1	No specific role
mslicker	gtkeditor	1	No specific role
dov-g	gtkextra	0	Developer
ensonic	gtkextra	0	Doc Writer
feiguin	gtkextra	1	Project Manager
gandy	gtkextra	0	Developer
kohni	gtkextra	0	Developer
kornos	gtkextra	0	Doc Writer
mscottn	gtkextra	0	No specific role
rgipps	gtkextra	0	Developer
rwalden	gtkextra	0	Developer
troyer	gtkextra	0	No specific role
arnetheduck	gtkextramm	1	Developer
btb	gtkextramm	0	Developer
david_larson	gtkextramm	1	Developer
gustin	gtkextramm	1	Developer
murrayc	gtkextramm	1	Developer
rottmann	gtkextramm	1	Developer
rvinyard	gtkextramm	0	Developer
tni	gtkfc	1	Project Manager
tshead	gtkglext	1	Developer
matpe	gtkhexmap	1	Project Manager
bmiller	gtkimhtml	1	No specific role
robflynn	gtkimhtml	1	No specific role
warmenhoven	gtkimhtml	1	Project Manager
aholzmann	gtkmm	0	Developer
btb	gtkmm	0	Developer
cactus	gtkmm	0	No specific role
daniel_e	gtkmm	0	Developer
hvr	gtkmm	0	Packager (.rpm, .deb etc)
jnthnjng	gtkmm	1	Project Manager
kenelson	gtkmm	0	Developer
llanero	gtkmm	0	No specific role
murrayc	gtkmm	1	Developer
mxpxfifws	gtkmm	1	Developer
olly1	gtkmm	0	Web Designer
plerner	gtkmm	0	No specific role
tdukes	gtkmm	0	Advisor/Mentor/Consultant
terop	gtkmm	0	Advisor/Mentor/Consultant
hansiglaser	gtkpas	1	No specific role
fenkys	gtkpp	1	Project Manager
mapopa	gtksharpfire	1	No specific role
ch4chiperriman	gtksnippets	1	No specific role
alainmaison	gtkspell	0	Packager (.rpm, .deb etc)
eeyem	gtkspell	1	No specific role
eperez	gtkspell	1	Developer
gauthierm	gtkspell	0	No specific role
noif	gtkspell	1	Developer
sgarrity	gtkspell	0	Content Management
gemi	gtkswing	1	No specific role
ryan_marsh	gtkswing	0	No specific role
scapel	gtkwidgexts	1	No specific role
taf2cs	gtkwireless	1	No specific role
agstools	gtkwrap	1	No specific role
lirong	gtkwrapper	1	No specific role
wengwei	gtkwrapper	1	Developer
dockurt2k	gtlregex	1	Developer
tekinico	gtlregex	1	Developer
epiotr	gtranslator	0	Packager (.rpm, .deb etc)
gaupe	gtranslator	0	Packager (.rpm, .deb etc)
greatnorthern	gtranslator	0	Packager (.rpm, .deb etc)
kabalak	gtranslator	1	No specific role
neuro	gtranslator	0	Packager (.rpm, .deb etc)
rossigee	gtranslator	1	Developer
wingbyte	gtwain	1	No specific role
temporal	guf	1	No specific role
ferici	gui	1	Developer
gega	gui	1	Project Manager
paton	guia	1	No specific role
foof	guile-sdl	0	Developer
joels	guile-sdl	1	No specific role
newchief	guileplayer	1	No specific role
andrev	guilt	1	No specific role
gulfsoft	gulfsoft	1	No specific role
mageos	guli	1	No specific role
zincou	guml	1	No specific role
haggpe	gunit	1	No specific role
alixaxel	guns	1	No specific role
jason379	gut	1	Project Manager
tischnoetentoet	gvhupdater	1	Developer
drizzt	gvrflash	1	No specific role
misha	gvrflash	0	Graphic/Other Designer
cvollrath	gvtags	1	No specific role
adegert	gwenhywfar	0	Tester
aquamaniac	gwenhywfar	1	Project Manager
crazyed57	gwenhywfar	0	Translator (I18N/L10N)
cstim	gwenhywfar	0	Developer
dbreiser	gwenhywfar	0	Tester
frank-sforge	gwenhywfar	0	Tester
gkhh	gwenhywfar	0	Tester
gunnicom	gwenhywfar	0	Tester
ipwizard	gwenhywfar	0	Tester
pdevrijer	gwenhywfar	0	Tester
rbla	gwenhywfar	0	Tester
t-v	gwenhywfar	0	Packager (.rpm, .deb etc)
chrisalfonso	gwt-netbeans	1	No specific role
craigmackay	gwt-netbeans	1	Developer
rmalinowski	gwt2swf	1	No specific role
jtwoee	gwtonrails	1	No specific role
gwtoolkit	gwtoolkit	1	No specific role
erikxiv	gxl	1	All-Hands Person
mindtriggerz	gxmlmts	1	No specific role
jasonthereaper	h-xoops	1	Developer
leepard	h-xoops	0	Translator (I18N/L10N)
migrosdata	h-xoops	0	DBA (Database Administrator)
smokingplane	h-xoops	0	Translator (I18N/L10N)
xavipr	h-xoops	0	Translator (I18N/L10N)
hmcclungiii	h3xcel	1	No specific role
ferraro	ha-javamail	1	No specific role
ferraro	ha-jdbc	1	Project Manager
djerome	hackerlabs	1	No specific role
gaaseng	hackerlabs	1	No specific role
duncan_coutts	haide	1	Developer
josve	haide	1	No specific role
skurtzberg	haide	0	Developer
macro187	halfdecentsharp	1	No specific role
hambo_account	hambo	0	No specific role
zaheed	hambo	1	Advisor/Mentor/Consultant
dredd	hammerhead	1	No specific role
etnt	hammerhead	1	No specific role
mdwyer	hammerhead	1	No specific role
nfx3	hammerhead	0	Developer
balareddy007	hammurapi	0	No specific role
dunai2004	hammurapi	0	No specific role
germinal	hammurapi	0	No specific role
jayramj	hammurapi	0	No specific role
joskulj	hammurapi	0	Developer
mucbj0	hammurapi	0	No specific role
pvlasov	hammurapi	1	No specific role
sglee77	hammurapi	0	No specific role
tasneem	hammurapi	0	Developer
tgtrspencer	hammurapi	0	No specific role
vpvaidya	hammurapi	0	No specific role
zilogger	hammurapi	0	No specific role
cismaru	hangman-ruby	1	No specific role
cayel	hanoi	0	Developer
tirsen	hanoi	1	Project Manager
doughellmann	happydoc	1	No specific role
wrobell	happydoc	0	No specific role
roblez	harbourminigui	1	No specific role
bleything	harmonize	1	No specific role
mgl	harness	1	No specific role
ncopa	haserl-gnats	1	No specific role
rsynnott	hashman	1	No specific role
francescomele	hashmap-js	1	No specific role
wap-de	hashtree	1	No specific role
ashley-y	haskell-i18n	1	No specific role
norpan	haskell-i18n	1	No specific role
pesco	haskell-i18n	1	No specific role
abayley	haskell-libs	0	Developer
arnia	haskell-libs	0	Developer
astapov	haskell-libs	0	Developer
ben-franksen	haskell-libs	0	Developer
bring	haskell-libs	0	Developer
cql	haskell-libs	0	Developer
ddarius	haskell-libs	0	Developer
demoncrat	haskell-libs	0	Developer
dmoniz	haskell-libs	0	No specific role
eleganesh	haskell-libs	1	Developer
elmex	haskell-libs	0	Developer
eris	haskell-libs	1	Distributor/Promoter
grahamk	haskell-libs	0	No specific role
igloo	haskell-libs	0	No specific role
ijones	haskell-libs	1	No specific role
joe_thornber	haskell-libs	0	Developer
juhp	haskell-libs	1	Developer
kzm	haskell-libs	0	Developer
loganhanks	haskell-libs	0	No specific role
mlang	haskell-libs	0	Developer
msjogren	haskell-libs	0	No specific role
nerdlor	haskell-libs	0	No specific role
nibro	haskell-libs	0	Developer
nrut	haskell-libs	0	No specific role
oleg	haskell-libs	0	Developer
pesco	haskell-libs	0	Developer
peti	haskell-libs	0	Developer
polli	haskell-libs	0	Developer
pseudonym	haskell-libs	1	Developer
riastradh	haskell-libs	0	Developer
tetryl	haskell-libs	0	Developer
tmoertel	haskell-libs	0	No specific role
whee	haskell-libs	0	No specific role
bereza	haste	1	No specific role
carle	haste	1	Developer
davidcrosby	haste	1	Developer
gaffneyc	haste	1	No specific role
malles	haste	1	Developer
marsiglia	haste	1	Developer
nedric	haste	1	Developer
spiffy101a	haste	1	Developer
tenharmsel	haste	0	No specific role
anglewyrm	hat-container	1	No specific role
leventyildiz	hattat	1	No specific role
xored	hawk	1	No specific role
ashley-y	hbase	1	No specific role
kleiner77	hbci4java	1	No specific role
generalpd	hbci4net	1	Project Manager
jcr13	hcsoftware	1	No specific role
las30	hcsoftware	0	Developer
iv-cap1	hcssdk	1	Project Manager
cehser	hddata	1	No specific role
dionadar	hddata	1	Developer
dylancm	hedgehog	1	Developer
reubgr	hedgehog	1	No specific role
hermosoft	hedit	1	No specific role
xengren	heliominitutor	1	No specific role
altamaiz	helloworld2	0	Developer
priyatam	helloworld2	1	No specific role
andre_savini	helpdesk1	0	No specific role
andre_viali	helpdesk1	1	No specific role
medjamaica	helpdesk1	1	Project Manager
tds_fasp	helpdesk1	1	Developer
bbadmin	helpgui	1	No specific role
leeper	helpgui	0	Developer
dwineman	herecast	0	Developer
mdpaciga	herecast	1	No specific role
athlonscripts	hermesweb	0	Developer
avz	hermesweb	0	No specific role
einhverfr	hermesweb	1	Project Manager
farmatyr	hermesweb	0	Developer
gunaaditya	hermesweb	0	Developer
henrycav	hermesweb	0	Tester
jameshoo	hermesweb	0	Developer
martoh	hermesweb	0	Tester
munchkinboy	hermesweb	0	Tester
neptune235	hermesweb	0	Graphic/Other Designer
netdb	hermesweb	0	Developer
qdiggityd	hermesweb	0	Developer
sapman	hermesweb	0	Developer
tallackn	hermesweb	0	Tester
cdiggins	heron	1	No specific role
mlybbert	heron	1	Project Manager
batyi	hessianpy	1	Developer
hevi	hevi	1	No specific role
candera	hex	1	All-Hands Person
tewald	hex	1	All-Hands Person
brianahr	hexane	1	No specific role
benh57	hexedit	0	Developer
bradman	hexedit	0	Developer
dan_morrow	hexedit	0	Developer
fingolfin	hexedit	0	Project Manager
nickshanks	hexedit	0	Developer
raving	hexedit	1	Project Manager
shadowknight23	hexedit	0	Developer
sieghard	hexedit	0	Developer
tomplus	hexedit	0	Developer
liton	hexeditor	1	Project Manager
nonvolatil	hexeditswt	1	No specific role
tekhn	hexel	1	No specific role
rheiny	hexered	1	No specific role
omnium	hextool	1	No specific role
shadow_firebird	hey-pling	1	No specific role
inolik	hfc4net	1	No specific role
hcdaume3	hfl	0	Developer
pseudonym	hfl	1	Project Manager
skurtzberg	hfl	0	Developer
hec	hfx	1	No specific role
hotgazpacho	hgfw	1	No specific role
sjprowell	hglib	1	No specific role
ihex	hhex-hutil	1	No specific role
divzero	hial	1	No specific role
qudus	hial	1	Project Manager
xjeren	hibasic	1	No specific role
anthonyhib	hibernate	0	Developer
antonvs	hibernate	0	Developer
astahlhut	hibernate	0	Translator (I18N/L10N)
bradclow	hibernate	0	Developer
broubach	hibernate	0	Translator (I18N/L10N)
caoxg	hibernate	0	Translator (I18N/L10N)
csturm	hibernate	0	Developer
dbradby	hibernate	1	Developer
dchannon	hibernate	0	Developer
dimitry	hibernate	0	Translator (I18N/L10N)
dougcurrie	hibernate	0	Developer
epbernard	hibernate	1	Developer
gloeglm	hibernate	0	Developer
hirotoyu	hibernate	0	Translator (I18N/L10N)
honma	hibernate	0	Translator (I18N/L10N)
immanuel	hibernate	0	Translator (I18N/L10N)
jdkim528	hibernate	0	Translator (I18N/L10N)
jon_lipsky	hibernate	0	Developer
jstepka	hibernate	0	Doc Writer
kabkhan	hibernate	0	Developer
kreimerkreimer	hibernate	0	Translator (I18N/L10N)
loonix	hibernate	0	Developer
loubyansky	hibernate	0	Developer
marshall_law	hibernate	0	Developer
matsebc	hibernate	0	Translator (I18N/L10N)
maxcross	hibernate	0	No specific role
maxcsaucdk	hibernate	1	Developer
