dev_loginname	proj_unixname	is_admin	position
acti_solutions	activscm	1	No specific role
theglasswalker	actualizer	1	No specific role
zmower	ada-gerbil	1	No specific role
knuthp	ada2gxl	1	No specific role
tsetem	adaparse	1	No specific role
file13	adaprojet	0	Advisor/Mentor/Consultant
nahaj	adaprojet	1	Project Manager
netstat	adaptivebus	1	No specific role
cminyard	adasl	1	No specific role
dougfort	addanc	1	All-Hands Person
joegriffin	addanc	1	Project Manager
apiou	adgali	1	Project Manager
breadcrust	adjustimg	1	No specific role
moonfann	adkp	1	Developer
wshin	admiral	1	Project Manager
blogger	adodbapi	0	Developer
ekelund	adodbapi	1	Project Manager
kf7xm	adodbapi	1	Project Manager
swildermuth	adonetpack	1	No specific role
gldneagl	adtalgorlibrary	1	Project Manager
nmarkgraf	adtalgorlibrary	0	No specific role
roundthecorner	adtalgorlibrary	1	Project Manager
damato	adtools	1	Project Manager
fta	adtools	0	Doc Writer
gilfanon	adtools	0	Developer
gnikl	adtools	0	Developer
hfrieden	adtools	1	Developer
marcus_c	adtools	0	Developer
michalsc	adtools	0	Developer
nicomen	adtools	0	Developer
obarthel	adtools	1	Developer
offa	adtools	0	Developer
tactica	adtools	0	All-Hands Person
tfrieden	adtools	1	Developer
theantony	adtools	1	Developer
yabba	adtools	1	Developer
mbass	adurant	1	Developer
timhill	advancedvbrefs	1	No specific role
paninaro	advas	1	No specific role
chcha	advpy	1	No specific role
ward99	aeclients	1	Project Manager
marko_schuetz	aegis	0	Developer
pmiller	aegis	1	No specific role
wfranzini	aegis	0	Developer
ciphersoftware	aeongdk	1	Developer
colsystems	aeongdk	0	Developer
dosbert	aeongdk	1	Developer
joe_programmer	aeongdk	0	Developer
ndavies	aeongdk	1	Project Manager
jeffcamozzi	aep	1	No specific role
aepryus	aeputil	1	No specific role
red0x	aeslib	1	No specific role
agalimberti	afc	1	No specific role
fsoft	afc	1	No specific role
paul_afcommerce	afcommerce	1	Developer
ownthebox	affinityos	1	Project Manager
axelchen	afkcfg	1	No specific role
m0rt	afkcfg	0	Developer
afsoft	afphpclasslib	1	No specific role
ivelin	aft	0	No specific role
jeff_turner	aft	1	No specific role
ovidiu	aft	1	No specific role
wanderingwalrus	aft	0	No specific role
wkeese	aft	0	Developer
beders	afterthought	1	Project Manager
hsprabhu	afterthought	0	Developer
armel	afupdevphp	0	Developer
nhoizey	afupdevphp	1	No specific role
ccoquand	agda	1	Developer
ikegamidaisuke	agda	1	Developer
mbenke	agda	1	Developer
miyahara-n	agda	0	Web Designer
n-kato	agda	1	No specific role
p1738j	agda	1	No specific role
t-seino	agda	1	Developer
toons_osgi	age-osgi	1	No specific role
fcristini	agelib	1	No specific role
agent009	agentacademy	0	Tester
asymeon	agentacademy	1	Developer
diok	agentacademy	1	Developer
dtektonidis	agentacademy	0	Tester
evariste_galois	agentacademy	1	Developer
evgobal	agentacademy	0	Tester
felix007	agentacademy	1	Developer
ionathan	agentacademy	0	Developer
kyrcha	agentacademy	0	Tester
rmatech	agentacademy	1	Developer
siyamed	agentacademy	1	Developer
vivia	agentacademy	0	Developer
yildiray	agentacademy	0	Developer
venturimi	agentejade	1	No specific role
chien_andalusia	agentfactory	0	Developer
conormuldoon	agentfactory	1	Developer
donalokane	agentfactory	0	Developer
gorgon007	agentfactory	0	Developer
inexplicable	agentfactory	0	Developer
ishnid	agentfactory	1	Developer
johnbradley	agentfactory	0	Developer
remcollier	agentfactory	1	Project Manager
robertrossucd	agentfactory	1	No specific role
tlowen	agentfactory	0	Advisor/Mentor/Consultant
finsss	agfupx	1	No specific role
x10gimli	agiletrack	1	No specific role
arntr	agilis	0	No specific role
paulrene	agilis	1	No specific role
chockenberry	agkit	1	No specific role
grnmn	agkit	1	No specific role
pmosimann	agnes	1	Project Manager
zones	agnes	1	No specific role
daviddeharbe	agraphs	1	No specific role
soundx	ahf	1	No specific role
abdennour	ai-standards	0	Developer
ai_giovanni_ia	ai-standards	0	No specific role
alexjc	ai-standards	0	All-Hands Person
arnokamphuis	ai-standards	0	Developer
athomasgoldberg	ai-standards	0	Developer
axelbuendia	ai-standards	0	Developer
axelrod	ai-standards	0	Project Manager
barbalet	ai-standards	0	Developer
bgeisler	ai-standards	0	Project Manager
bimblewooooo	ai-standards	0	Developer
bknafla	ai-standards	0	Project Manager
bmagerko	ai-standards	0	No specific role
brian_schwab	ai-standards	0	Developer
clinares	ai-standards	0	Developer
codemonkey_uk	ai-standards	0	Developer
cwreynolds	ai-standards	0	Developer
dekosser	ai-standards	0	Developer
dposton	ai-standards	0	Developer
drainboy	ai-standards	0	Developer
dsuttles	ai-standards	0	Developer
dustsettles	ai-standards	0	No specific role
ebeeker	ai-standards	0	Developer
ejcoumans	ai-standards	0	Developer
eldon1660	ai-standards	0	Developer
fb-la-i	ai-standards	0	No specific role
fcs2001	ai-standards	0	Developer
funge	ai-standards	0	Developer
gpaull	ai-standards	0	Project Manager
hmunoz	ai-standards	0	Developer
hugo_ai	ai-standards	0	All-Hands Person
jakovo	ai-standards	0	No specific role
jdellaro	ai-standards	0	No specific role
jhancock93	ai-standards	0	Project Manager
jjkelly	ai-standards	0	Project Manager
jjmorrison	ai-standards	0	Developer
john-reynolds	ai-standards	0	Developer
john_langford	ai-standards	0	Developer
jorkin	ai-standards	0	Project Manager
justinhj	ai-standards	0	No specific role
kolenskim	ai-standards	0	No specific role
kudenko	ai-standards	0	Developer
lglover04	ai-standards	0	Developer
linn	ai-standards	0	Developer
martypoulin	ai-standards	0	Project Manager
matbuckland	ai-standards	0	Developer
mchady	ai-standards	0	Developer
meshula	ai-standards	0	Project Manager
mnagaku	ai-standards	0	No specific role
nareyek	ai-standards	1	Project Manager
ncombs	ai-standards	0	Developer
neonai	ai-standards	0	Developer
noelstephens	ai-standards	0	Developer
owlboy	ai-standards	0	No specific role
pbdebyl	ai-standards	0	Developer
philgoetz	ai-standards	0	Developer
prieditis	ai-standards	0	Developer
samcalis	ai-standards	0	Developer
sjabth	ai-standards	0	No specific role
slowlearner	ai-standards	0	Developer
syrusm	ai-standards	0	Developer
tellarin	ai-standards	0	Project Manager
vag_liv	ai-standards	0	No specific role
yapar	ai-standards	0	No specific role
yildirim	ai-standards	0	No specific role
dlewin	aiexp	1	No specific role
browner10	ailoom	1	Project Manager
nonchocoboy	ailoom	0	Developer
medshah	aipl	1	No specific role
palmalex	aisearch	1	No specific role
momat	aisoccer	1	Developer
mwerla	aisoccer	1	Project Manager
b0z0mind	ajax	0	Developer
gevely	ajax	0	Developer
ilits	ajax	0	Developer
vamp201	ajax	1	No specific role
ajaxcn	ajax-dev-lib	0	Developer
catherine_sf	ajax-dev-lib	0	Developer
gaoligaoli	ajax-dev-lib	0	Developer
hanbingxie	ajax-dev-lib	0	Developer
hbycchenxiao	ajax-dev-lib	0	Developer
joyistar	ajax-dev-lib	1	No specific role
snail0066	ajax-dev-lib	0	No specific role
testdll	ajax-dev-lib	0	Developer
venson	ajax-dev-lib	0	No specific role
xutao2811	ajax-dev-lib	0	No specific role
yuxiaoxu	ajax-dev-lib	0	Developer
zmyliyu	ajax-dev-lib	1	Project Manager
gustavo_amigo	ajax-pages	1	No specific role
stuart_fraser	ajax4one	1	Project Manager
robertall	ajaxcms	1	No specific role
ajaxforms	ajaxforms	1	No specific role
niewolski	ajaxgrid	1	No specific role
diego_zanga	ajaxrad	1	No specific role
hbomboes	ajaxstream	1	No specific role
hseeberger	ajeer	0	Developer
mlippert	ajeer	1	No specific role
mstoerzer	ajhsqldb	1	No specific role
ulreib	ajhsqldb	1	Developer
eboudrant	ajprofiler	1	Project Manager
aschuma	ajstruts	1	No specific role
cr0w	akarmi	0	Developer
dbeck	akarmi	1	All-Hands Person
inviscid	akorn	1	Project Manager
rea725	akorn	0	Project Manager
azidhouse	al4java	0	Developer
pepijnve	al4java	1	No specific role
geokronos	alabastra	1	No specific role
marco84	alabastra	1	Project Manager
gjmacd	alde	0	Developer
pmariusz	alde	1	Project Manager
tdesposito	alescere-engine	1	No specific role
avjewe	alexautils	1	No specific role
fcojrodriguez	alfrescon	1	No specific role
chol	algosatfreenode	0	No specific role
iolotusbobo	algosatfreenode	1	Project Manager
retzki	algosatfreenode	1	No specific role
rhee	algoview	1	No specific role
rogerflores	ali	1	No specific role
x3r0r	alibc	1	No specific role
tubinson	alibrowse	1	No specific role
knusty	alink2	1	Project Manager
saquirr	alink2	0	No specific role
wounded	alink2	0	Developer
bukinm	alleg	0	Developer
chriskcat	alleg	0	Developer
colin_ward	alleg	0	Developer
dschlyder	alleg	0	Developer
ebotcazou	alleg	0	Developer
eglebbk	alleg	1	Developer
elias	alleg	1	Developer
ferrisr	alleg	0	No specific role
gfoot	alleg	0	Developer
gradha	alleg	1	Web Designer
hstokset	alleg	0	Developer
icruz	alleg	0	Developer
jhe	alleg	0	Translator (I18N/L10N)
joe_programmer	alleg	0	Developer
juvinious	alleg	0	Developer
kazzmir	alleg	0	Developer
konforce	alleg	0	Packager (.rpm, .deb etc)
lillo	alleg	0	Developer
mattsmith	alleg	0	Developer
mmimica	alleg	0	Developer
nanorod	alleg	0	Translator (I18N/L10N)
setup	alleg	0	Translator (I18N/L10N)
src	alleg	0	Developer
strangemoose	alleg	0	Developer
svens	alleg	0	Developer
tjaden	alleg	1	Developer
torhu	alleg	0	Developer
trentg	alleg	0	Developer
xaviergonz	alleg	0	Developer
acid_head	allegimmicks	1	No specific role
niunio	allegro-pas	1	No specific role
bcoconni	allegrogl	1	Developer
cyberbobb	allegrogl	0	Developer
elias	allegrogl	1	Developer
gfoot	allegrogl	1	Developer
joe_programmer	allegrogl	1	Developer
lillo	allegrogl	0	Developer
mmimica	allegrogl	1	Developer
trebl	allegrogl	0	Developer
korval2	allegropro	1	No specific role
jvff	allegrt	1	No specific role
alexduerloo	allianceless	0	Web Designer
hexmasta	allianceless	0	Developer
sleepyhead87	allianceless	1	No specific role
smi13y	allianceless	0	Developer
stefanietheis	allianceless	0	Web Designer
brrobid	alliances	1	All-Hands Person
helver	alliances	1	All-Hands Person
mroux06	alliances	0	All-Hands Person
nas2156	alliances	0	All-Hands Person
vstepanov78	alllib	1	No specific role
bumble	allocator	1	Project Manager
fprog	allocator	1	No specific role
alecclews	almsuite	1	Project Manager
callmeott	almsuite	1	Project Manager
simonbirkett	almsuite	1	Project Manager
vuthi	almsuite	1	Project Manager
rogerflores	alo	1	No specific role
palhoto	aloma	1	No specific role
mikelevins	alpaca	1	Developer
colino	alperl	1	No specific role
deepone	alpp	1	Developer
loic	alpp	0	Developer
tomashamala	alpp	1	No specific role
vr-anders	alpp	1	Developer
trsenna	alunoapp	1	No specific role
shmert	alyoop	1	No specific role
autarch	alzabo	1	All-Hands Person
slanning	alzabo	0	Developer
bcholmes	amakihi	1	Developer
louisaricher	amakihi	1	Developer
mikebd	amakihi	0	Developer
omok	amakihi	0	Developer
tthiraku	amakihi	0	Developer
kimumasa	amateras	0	Developer
shida-t	amateras	0	No specific role
takezoe	amateras	1	No specific role
astiob	amath	1	All-Hands Person
vbelani	amazinghms	1	No specific role
lsiebert	amb	1	No specific role
darksied9	amberarcher	1	Project Manager
kdowney	amberarcher	0	No specific role
zhangyu010	amberarcher	0	Developer
job	ambientjava	1	No specific role
instance	ambitcomponents	1	No specific role
muske_work	amconnections	1	No specific role
kshitij_sv	amdctm	1	Developer
pbhaniramka	amdctm	1	No specific role
rahul_darshan3d	amdctm	1	Developer
projectameba	ameba	1	No specific role
eric-z	amiclargs	1	No specific role
marcus_c	amiflinker	1	No specific role
spotup	amiflinker	1	Graphic/Other Designer
damato	amigaide	1	Project Manager
bruyere	amigtk	1	No specific role
yomgui	amigtk	1	No specific role
adil_kabbaj	amine-platform	1	Project Manager
karimbouzoubaa	amine-platform	0	Developer
ulrikp	amine-platform	1	Project Manager
gmweinberg	amint	1	No specific role
edwinearl	amoeba	1	No specific role
giri23	amorph	1	Developer
hanzz	amorph	1	No specific role
sliver33	amorph	1	Developer
bailopan	amxmodx	1	Project Manager
basic-master	amxmodx	0	Developer
jghg	amxmodx	0	Developer
pmonoto	amxmodx	0	Developer
sidluke	amxmodx	0	Developer
sniperbeamer	amxmodx	0	Project Manager
dbpad	amylase	1	Developer
ideabrooder	amylase	1	Developer
jimmiyoon	amylase	1	Developer
jojoeyoon	amylase	1	Developer
joniyoon	amylase	1	Developer
a_yang	amyyang	1	No specific role
a_yang1	amyyang	0	No specific role
a_yang2	amyyang	0	No specific role
a_yang22	amyyang	1	No specific role
a_yang26	amyyang	0	No specific role
fincher	amyyang	1	No specific role
iunknown01	andlu	1	No specific role
lecando	angkor	1	No specific role
tirsen	angkor	1	No specific role
lipnikov	ani2d	1	Developer
vasilevs	ani2d	1	Developer
lipnikov	ani3d	1	No specific role
vasilevs	ani3d	0	Developer
tirix	anim8orloader	1	No specific role
johnb003	animadead	1	No specific role
animefrance	animsrenaming	0	Developer
cinemania	animsrenaming	0	Developer
projettwk	animsrenaming	1	Unix Admin
albertoparo	anjuta	0	Developer
ancelot	anjuta	0	Developer
clubfan	anjuta	1	Developer
kh_naba	anjuta	1	No specific role
sgranjoux	anjuta	0	Developer
zzrough	anjuta	0	Developer
bghose	anjuta-extras	1	No specific role
asimshankar	annie	1	No specific role
hjmjohnson	annie	0	Developer
opx	annie	0	Developer
syn-apse	annie	0	Developer
hrgdavor	anno-params	1	No specific role
itubert	annocpan	1	No specific role
tommy-xu	annote4ehcache	1	No specific role
djm	ansi-st-tests	0	No specific role
dmacq	ansi-st-tests	1	No specific role
jbacanskas	ansi-st-tests	1	No specific role
jpelrine	ansi-st-tests	1	All-Hands Person
odelljl	ansi-st-tests	1	All-Hands Person
ralphjohnson	ansi-st-tests	1	No specific role
sames	ansi-st-tests	1	No specific role
samesshu	ansi-st-tests	1	Project Manager
iyd	antaddons	1	No specific role
behroozi	anthillbm	1	No specific role
qniol	antzwarz	1	Developer
vlc	antzwarz	1	No specific role
bastiaan	anyconfig	1	Developer
soap2corba	anyconfig	1	No specific role
boca4711	anyedit	0	Developer
dawoun	anyedit	0	Developer
moonshyne	anyedit	1	Project Manager
tdhdeep	anyedit	1	Project Manager
joni	anytoany	1	No specific role
alruiz15	aop-attr-cache	1	No specific role
apopovic	aopi	1	No specific role
nur	aopi	1	No specific role
drclaus	aopython	1	No specific role
comdog	apache-htaccess	1	No specific role
sungo	apache-htaccess	1	No specific role
ghost509	apad	1	No specific role
jpss	apashtm	1	No specific role
mazen_neifer	apashtm	0	Developer
nate-888	apdb	1	No specific role
mbadolato	apdevteam	1	No specific role
brentoboy	ape-syntax	1	No specific role
sfjro	aperf	1	No specific role
soertsz	aphis	1	No specific role
burakg	apl	1	No specific role
karabuk	aplepy	1	No specific role
moriq	apollo3	1	Developer
palminator	apollomigration	1	No specific role
pady	appcheck	1	No specific role
sfohey	appconf	1	No specific role
ccdrbrg	appdc	1	No specific role
alan_conroy	appfoundation	1	No specific role
zmhu	appfw	1	No specific role
wacca	applauncher	1	No specific role
aaldeveloper1	applautolayer	0	Developer
cliftonm	applautolayer	1	Project Manager
hhas	appscript	1	No specific role
vivek_spike	appupdatewiz	1	No specific role
tetsujin	appv	1	No specific role
evanz_d	apricot	1	No specific role
mistik	aptesting	1	Project Manager
nosfe2k	aptesting	1	Project Manager
d_ewing	apy	1	All-Hands Person
mgenti	apy	1	No specific role
jsekora	aqtools	1	No specific role
brandelune	aquamacs	0	Web Designer
champo	aquamacs	0	Developer
davidswelt	aquamacs	1	No specific role
fatius	aquamacs	0	Web Designer
terrycojones	aquamacs	0	Developer
hbabcock	aquaterm	0	Developer
persquare	aquaterm	1	Developer
complement	arabica	0	No specific role
craigp98072	arabica	0	Developer
jez_higgins	arabica	1	No specific role
kandrew	arabica	0	No specific role
pwalford	arabica	0	No specific role
turingtest	arachnid	1	No specific role
aragonx	aragon	1	No specific role
boboegr	aratora	1	No specific role
lastcraft	arbiter	1	Project Manager
alwick	arch4j	1	Developer
brownr	arch4j	0	Developer
dcolwell	arch4j	1	Developer
greasydaemon	arch4j	1	Developer
mvastrad	arch4j	1	No specific role
mwaltz	arch4j	0	Developer
refux	arch4j	1	Developer
rgreinke	arch4j	1	Developer
subbur	arch4j	1	Developer
vibhu_s	arch4j	1	Developer
wonarheim	arch4j	0	Developer
raven-arch	archangelinc	1	Project Manager
lapeyre_om	archivebuilder	1	No specific role
tcouery	archivebuilder	1	Developer
jatos	arcon	0	Developer
lazy_bum	arcon	0	Packager (.rpm, .deb etc)
likoski	arcon	1	Unix Admin
mkricker	arcon	0	Graphic/Other Designer
morpheouss	arcon	1	Unix Admin
shaumux	arcon	0	Packager (.rpm, .deb etc)
harmacy	arenalauncher	1	No specific role
alexsaintcroix	arete	1	No specific role
theworld40	arghelper	1	No specific role
colding	argopt	1	No specific role
sheitmann	argtable	1	No specific role
tsmango	argus-tracker	1	No specific role
kenshiro55	aries	1	No specific role
gaurav_v_bagga	arjava	1	No specific role
alfa	arm0nia	1	Developer
darksun4	arm0nia	1	Project Manager
koukos	arm0nia	1	Project Manager
wired_gr	arm0nia	1	Project Manager
asimon	armedbear-j	0	Developer
dmcnaught	armedbear-j	0	Developer
pfdietz	armedbear-j	0	Tester
piso	armedbear-j	1	No specific role
shayneflint	armidale	1	Project Manager
hongli	arpix	1	Project Manager
idra	arpix	1	Developer
arran4	arran4	1	No specific role
lardybiffa	arroyo	0	Developer
pjread	arroyo	0	Developer
sgregory	arroyo	0	Developer
timtennant	arroyo	1	No specific role
jayhawker	ars4sdlnft	1	No specific role
derekberube	arsclientje	1	No specific role
derekberube	arsperfmgmt	1	No specific role
bdevoe	artemisvote	1	No specific role
eliasbalasis	artifax	1	All-Hands Person
panagiotiss	artifax	0	Developer
smeyfroi	artoflife	1	No specific role
kiaksar	artregistry	1	No specific role
cdent	arts	1	All-Hands Person
mjc	arts	0	Developer
suso	arts	0	Developer
badegruber	artstkmkt	0	No specific role
pauljohn32	artstkmkt	1	No specific role
tokikenshi	arylon	1	Developer
ai024	as2lib	0	Developer
cherreman	as2lib	0	Developer
isadovskiy	as2lib	0	Developer
jayaprakash_a	as2lib	0	Developer
mastakaneda	as2lib	1	Project Manager
ripcurlx	as2lib	0	Developer
simonwacker	as2lib	1	Developer
ttyco	as2lib	0	Doc Writer
blanchg	as4j	1	No specific role
auselen	asal	1	No specific role
michaelkuhn	asap-ws-dotnet	1	Project Manager
xgcssch	asap-ws-dotnet	1	Developer
pupeno	asaplate	1	No specific role
aidan_skinner	ascl	1	Project Manager
jrcarter	ascl	1	Distributor/Promoter
merdmann	ascl	1	All-Hands Person
rolf_ebert	ascl	0	Developer
zhangjianao	ascol	1	No specific role
asclabs	ascphysics	1	No specific role
bbeaulant	aseclipseplugin	1	Developer
carlos_rovira	aseclipseplugin	1	Developer
dobesv	aseclipseplugin	0	Developer
enchos	aseclipseplugin	0	Developer
marvotron	aseclipseplugin	1	All-Hands Person
mb0	aseclipseplugin	1	Developer
mcreichelt	aseclipseplugin	0	Developer
negttid	aseclipseplugin	0	No specific role
pschreib	aseclipseplugin	1	Project Manager
twodogssoftware	aseclipseplugin	1	Project Manager
intervent	aselib	1	No specific role
net_mask	asgard	1	No specific role
mega_m	asgard-pm	1	No specific role
bangroot	ashkay	1	No specific role
beders	ashkelon	0	Developer
electricbob	ashkelon	0	Developer
esuez	ashkelon	1	Project Manager
rohanr2	ashpool	1	No specific role
thmarx	ashpool	0	Developer
ashapochka	ashwood	1	No specific role
mrasnika	asido	1	Project Manager
todor_todorov	asido	0	Developer
chris_kohlhoff	asio	1	No specific role
amsler	aslib2	1	Project Manager
konst	asm	1	All-Hands Person
nickols_k	asm	0	Developer
visitor	asm	0	Graphic/Other Designer
bryceschroeder	asm48	0	Developer
daveho	asm48	1	No specific role
markusjohansson	asmbuilder	1	No specific role
amd	asmcrew	0	No specific role
instinc	asmcrew	1	No specific role
kintaro_2001	asmcrew	1	No specific role
lukas2000	asmcrew	1	No specific role
robertostling	asmcrew	1	No specific role
robost86	asmcrew	1	Developer
trem	asmcrew	1	No specific role
x-laes	asmcrew	1	Developer
rabidrecluse	asmlib	1	No specific role
adibaron	aspamia	1	Developer
aspamia	aspamia	1	Project Manager
acme	aspect-perl	1	Developer
unimatrix	aspect-perl	1	Developer
aspectdynamics	aspectdynamics	1	No specific role
magrob	aspectme	1	No specific role
ulsa	aspectme	1	No specific role
avibryant	aspectr	1	Developer
feldt	aspectr	1	No specific role
guyblade	aspectr-fork	1	Developer
mkarasek	aspectr-fork	1	Developer
sheltim	aspectr-fork	1	Developer
mrtwice	asptemplate	0	Developer
sibambang	asptemplate	0	Developer
stijn	asptemplate	0	Developer
tanis	asptemplate	1	Project Manager
wodge	asptemplate	0	Developer
nineteen85	asptracker	1	No specific role
thomas-m	associations	1	No specific role
rolfik	astra92lib	1	No specific role
jackslade	astrogrep	1	Developer
theodoreward	astrogrep	1	No specific role
jimp03	astyle	1	Project Manager
alimills	asunit	1	Project Manager
lukebayes	asunit	1	Project Manager
rpenner	asunit	0	Developer
alsutton	asxmlp	1	No specific role
olsner	async	1	No specific role
afarouk	asyncaction	1	No specific role
krivoshey	asyncresolv	1	No specific role
corey_gorman	at-log-it	1	No specific role
bago75	ataraxia	1	Project Manager
chanshuikay	ataraxia	0	Developer
cseres	ataraxia	0	Developer
mikelupu	ataraxia	0	Developer
nikolaymetchev	ataraxia	0	Developer
pagat	ataraxia	0	Advisor/Mentor/Consultant
skozyren	ataraxia	0	Developer
hatimk	atgeclipse	1	No specific role
mike2410	athenamp	1	No specific role
tw0f4c3s	athosframework	1	No specific role
alexgirao	atma	1	Project Manager
andermarce	atma	1	Developer
nicholasamorim	atma	1	Developer
robertalmeida	atma	1	Developer
dstergiopoulos	atmelwlandriver	0	Developer
smarkou	atmelwlandriver	1	Project Manager
stsolakos	atmelwlandriver	0	Developer
tmpetsos	atmelwlandriver	0	Developer
californiakidd	atomatrix	1	No specific role
jseigh	atomic-ptr-plus	1	No specific role
cirruz	atomicdate	1	No specific role
pneyens	attachlayout	1	No specific role
barbarars	attrezzo	1	All-Hands Person
joelrs	attrezzo	1	Project Manager
jayj	audio-daemon	1	No specific role
jamwyd	aug	0	Developer
marayl	aug	1	Project Manager
airy	augui	1	All-Hands Person
flit	augui	1	No specific role
qbase	augui	1	Developer
yenorom	augui	0	Developer
cyberelf	auit	1	No specific role
khurshid	aurigadoc	1	Project Manager
khurshid	aurigadoclet	1	No specific role
gabeyg	aurora1	1	No specific role
egervari	auroramvc	1	No specific role
paladinofkaos	auross	1	Project Manager
mccain	auth	1	No specific role
stanis	auth	0	Developer
dirkpitt2050	autograf	1	No specific role
ilja_iwas	autograf	1	Project Manager
andygryc	autorealm	1	Developer
axeslinger	autorealm	0	Developer
banger-amiga	autorealm	0	Developer
conruyt	autorealm	1	Web Designer
cylentwolf	autorealm	0	Developer
falerion	autorealm	1	Developer
jdullea	autorealm	1	Developer
jfriant	autorealm	0	Developer
kjdavies	autorealm	1	Developer
messie	autorealm	0	Developer
mizy	autorealm	0	Developer
moonglum	autorealm	0	Developer
oojah	autorealm	1	Developer
pedersen	autorealm	1	Developer
screwsoft	autorealm	1	Packager (.rpm, .deb etc)
thraxsivae	autorealm	1	Developer
uoirej	autorealm	0	Developer
zifnabbe	autorealm	1	Packager (.rpm, .deb etc)
nova77	autores	1	No specific role
peter_bengtsson	autotaglib	1	No specific role
adamm	av3d	1	All-Hands Person
grellin	avalanchegdk	1	Project Manager
sshmuel	avalanchegdk	1	Developer
blomk	avango	0	Developer
geri-sf	avango	0	Developer
gordonshumway	avango	0	No specific role
jogo_sf	avango	1	Project Manager
jsd01	avango	1	Advisor/Mentor/Consultant
mharin	avango	0	Developer
riege	avango	0	Developer
stefanconrad	avango	0	No specific role
tholti	avango	1	Project Manager
zlosch	avango	1	Developer
egrolleau	avicaptcl	1	Project Manager
ndorlencourt	avicaptcl	0	Developer
phillipsm	avis	1	No specific role
skapare	avlmap	1	No specific role
jondkent	avm	1	Developer
h3avyarms	avrcalc	1	No specific role
jhuntnz	avrml	1	Unix Admin
shaoziyang	avrub	1	No specific role
dshejko	await	1	Project Manager
aphofstede	awdotnet	1	No specific role
isokabal	awg-scheme-libs	1	No specific role
aphofstede	awjava	1	No specific role
jwar	awjava	1	No specific role
jlianoglou	awusbxtra	1	No specific role
anthonyw	axemill	1	No specific role
simonswift	axemill	0	Developer
dargra	axis4struts	0	Developer
kevinbedell	axis4struts	1	Project Manager
