dev_loginname	proj_unixname	is_admin	position
majidawad	posixtest	0	Developer
rolla	posixtest	1	Project Manager
rustyl	posixtest	0	Developer
sdecugis	posixtest	0	Developer
sunyi	posixtest	0	Developer
sysearty	posixtest	0	Developer
fabioruxo	jexml	1	No specific role
darkmonk2000	commandlinenet	1	No specific role
laytonjb-sf	straceanalyzer	1	No specific role
sivachandra	sealcpp	1	No specific role
garagecube	openmediatoolkt	1	No specific role
amiller	jext	1	Developer
blaisorblade	jext	1	Developer
bwinton	jext	1	Developer
duncandickinson	jext	1	Developer
gfx	jext	1	Project Manager
jpz	jext	1	Developer
jvanzyl	jext	0	Developer
orangeherbert	jext	1	Developer
powelljf3	jext	1	Developer
psychotron	commbean	1	Project Manager
noyasoft	chttpclient	1	No specific role
kherrera3	mukei	1	Developer
scorpio	gmodulemm	1	No specific role
ozioso	time-stamper	1	No specific role
natgio	time-table4u	1	No specific role
fredds	jezxmlconfig	1	No specific role
inowland	commentreflower	1	No specific role
alphaprojects	timeandmoney	0	No specific role
bchawk	timeandmoney	1	Content Management
btbuxton	timeandmoney	1	Project Manager
ericevans	timeandmoney	1	All-Hands Person
johndcorbett	timeandmoney	0	Developer
sadehb	timeandmoney	0	Developer
westajay	timeandmoney	0	Doc Writer
gabeyg	iqua	1	No specific role
andrewjb	mulib	0	Developer
espakm	mulib	0	Developer
mudry	mulib	1	Project Manager
mwright	mulib	0	Developer
neuwirth	mulib	0	Developer
retek	mulib	0	Tester
spaced00d	mulib	0	Developer
zoid-	mulib	0	Developer
captain_xentax	openmex	1	Project Manager
mrmouse_xentax	openmex	1	Project Manager
darkstream	wireframetool	0	Developer
ddearborn	wireframetool	0	Developer
fusemonkey	wireframetool	0	Developer
gavin_b	wireframetool	1	Developer
jabeynon	wireframetool	0	Developer
kroche	wireframetool	1	Developer
leeborkman	wireframetool	1	Project Manager
mikecraig	wireframetool	0	Developer
pmcelhaney	wireframetool	0	Developer
rsilverberg	wireframetool	0	Developer
shift4sms	wireframetool	0	Developer
tigeryan	wireframetool	0	Developer
vividev	wireframetool	0	Developer
voldengen	wireframetool	0	Developer
adriankuhn	jfamix	0	Developer
fbuchli	jfamix	1	No specific role
banuradha	timeclipse	0	Developer
bphanikumar	timeclipse	1	Developer
devpower	pyparport	1	No specific role
ptmcg	pyparsing	1	No specific role
enders	timecontrol	1	No specific role
andyflint28	searchdelphi	1	No specific role
paubert	metaet	1	No specific role
billandersen	common-logic	1	No specific role
mbogosian	pypaws	1	No specific role
efficacy	jfcfixtures	0	No specific role
ipreuss	jfcfixtures	1	Project Manager
vestrial	jfcfixtures	0	Developer
rothomp3	gmpplusplus	1	No specific role
pohart	searchjars	1	No specific role
sjbrown	metagamesector	1	No specific role
josiahcarlson	pype	1	No specific role
kevin-duffey	jfcunit	0	Developer
kwilson227	jfcunit	1	Developer
maomaode	jfcunit	0	Developer
mattc	jfcunit	1	No specific role
ritesht	jfcunit	0	Developer
vraravam	jfcunit	1	Developer
stupenrose	commondesktop	1	No specific role
jcfreema	commondrops	1	No specific role
sdunlap	monkeyjuice	1	No specific role
noah	pypect	1	No specific role
cottrela	searchmonkey	1	No specific role
ggx2	searchmonkey	0	Developer
hellfeuer	searchmonkey	0	Developer
merlinke	multi-platformc	1	No specific role
johnqueso	commonjava	1	Project Manager
daedius	metahack	1	No specific role
djslim	pypeline	1	No specific role
gopu	linux-xp	0	Developer
linuxxp	linux-xp	1	Unix Admin
mbf	linux-xp	1	Project Manager
aeden	jfeedback	1	No specific role
kknudsen	jfeedback	1	Developer
hrgdavor	multi-tapestry	1	No specific role
d4ljoyn	commonplace	1	Project Manager
charisma	wisdom	1	No specific role
crzyltlman	commons	1	Project Manager
cybercerberus	commons	1	Project Manager
jcw	metakit	1	Developer
bastintonyroy	jfern	0	No specific role
larsehrler	jfern	0	Developer
marcelbodewitz	jfern	0	Developer
marni	jfern	1	No specific role
martinfleurke	jfern	0	Developer
phwang	jfern	0	Developer
absinth_kobold	monkeystudio	0	Translator (I18N/L10N)
eskatos	monkeystudio	0	Packager (.rpm, .deb etc)
evgenm	monkeystudio	0	Translator (I18N/L10N)
h_lamer	monkeystudio	1	Developer
norulz	monkeystudio	0	Packager (.rpm, .deb etc)
pasnox	monkeystudio	1	Developer
raynox	monkeystudio	0	Developer
endrix	linux3d	1	Project Manager
mcomtois	commons-vfsjdbc	1	No specific role
clip	ciaoprolog	1	Developer
mcarro	ciaoprolog	1	No specific role
jayj	audio-daemon	1	No specific role
cnation	monkeywrench	1	No specific role
dcline	monkeywrench	1	No specific role
dweimer	monkeywrench	0	No specific role
gefilte	monkeywrench	1	No specific role
useevil	monkeywrench	0	No specific role
wonka	monkeywrench	1	No specific role
zhobson	monkeywrench	0	No specific role
jtlien	metalasm	1	No specific role
tvv	multiajax	1	No specific role
scop	gmuck	1	No specific role
maciejr	wiser	1	No specific role
gongminmin	metalib	1	No specific role
davejb	physicslib	1	No specific role
americ	commontest	1	No specific role
crsadun	jffp	1	No specific role
ken_vh	audioblocks	1	No specific role
metalised	metalisedxml	1	No specific role
acapnotic	pypi	0	Developer
akuchling	pypi	1	Project Manager
amk	pypi	0	Developer
anthonybaxter	pypi	0	Developer
camarajm	pypi	0	Developer
fdrake	pypi	0	Developer
jlgijsbers	pypi	0	Developer
joearmbruster	pypi	0	No specific role
loewis	pypi	1	Developer
micktwomey	pypi	0	Developer
montanaro	pypi	0	No specific role
richard	pypi	1	No specific role
bxconrad	jfig	1	Project Manager
conradadam	jfig	0	Developer
mcbridem2004	jfig	0	No specific role
mdsimpson	jfig	0	Developer
thewoolleyman	jfig	0	Developer
alessage	ciclope	1	No specific role
n_sergiu	ircaddin	1	No specific role
dmhubbar	commsvcfw	1	Project Manager
eagleg	commsvcfw	1	Project Manager
fergusod	commsvcfw	1	Project Manager
gathorne	commsvcfw	1	Project Manager
hartnalk	commsvcfw	0	Developer
irvingd	commsvcfw	1	No specific role
jgherman	commsvcfw	1	Project Manager
karlmutch	commsvcfw	0	Developer
michaelegray	commsvcfw	0	Developer
tmbarrett	commsvcfw	1	Project Manager
jtajta2002	postmansort	1	No specific role
tvv	multicache	1	No specific role
fthiemonge	jfilechecker	1	No specific role
xen2	monobind	1	No specific role
bligneri	metamenu	0	Developer
jenos	metamenu	0	Developer
jsquyres	metamenu	1	Project Manager
muglerj	metamenu	0	Developer
naughtont	metamenu	0	Developer
ngorsuch	metamenu	0	Developer
bsponline	jfileexplorer	1	Developer
bssahu	jfileexplorer	0	Developer
gsergiu	jfileexplorer	1	Developer
jgrant	jfileexplorer	0	Web Designer
kmohans	jfileexplorer	0	Developer
rob-smith	jfileexplorer	0	Web Designer
scheruga	jfileexplorer	1	Project Manager
syhrus	jfileexplorer	0	Developer
binkley	wisk	1	No specific role
lakshmanok	streamdom	1	No specific role
wjbaird	cidc	1	No specific role
acm3	postnukedevpack	1	Developer
isaac_golding	postnukedevpack	1	All-Hands Person
meterman	cidee	1	No specific role
aradeski	streamgpu	1	No specific role
sebproject	sebdevproject	1	No specific role
jskress	jfilemerge	1	No specific role
bourbaki	monod	1	No specific role
rsiera	streamid	1	No specific role
labrett	pyprc	1	All-Hands Person
wojdyla	timeplaner	1	No specific role
mteel	multicpu	1	No specific role
cismet	cids-toolkit	0	Developer
martinscholl	cids-toolkit	0	Developer
pdihe	cids-toolkit	0	Developer
thofmann	cids-toolkit	0	Developer
thorstenhell	cids-toolkit	1	Project Manager
markokocic	pyprojs	1	Project Manager
taq	multicssparser	1	No specific role
hawkins0	metapersist	1	No specific role
tvv	multicurl	1	No specific role
bain	multidb	1	Project Manager
mungady	jfinance	1	No specific role
nottrz	timerplugin	1	No specific role
mishra-_-	pypysics	1	No specific role
jcreem	gnat-florist	1	Packager (.rpm, .deb etc)
karlnyberg	gnat-florist	1	All-Hands Person
krischik	gnat-florist	1	Project Manager
matli	gnat-florist	0	Developer
rombobeorn	gnat-florist	1	Packager (.rpm, .deb etc)
martindowie	gnat4oa	1	No specific role
didivp	multidonto	1	No specific role
mutilador	multidonto	1	No specific role
dhalgren4lfc	linuxforclinics	1	No specific role
forkprong	linuxforclinics	1	No specific role
rowanparker_uk	linuxforclinics	1	No specific role
useresa	linuxforclinics	1	No specific role
andrewsquire	jfist	1	No specific role
nickel	cigmas	1	Developer
silverlime	cigmas	1	Project Manager
jimsearle	gnatsperl	0	Developer
nuffle	gnatsperl	1	Project Manager
entrex	metarbe	1	No specific role
dbotton	gnavi	1	Project Manager
gdemont	gnavi	0	Developer
gressett	gnavi	0	Developer
jvandyk	gnavi	1	No specific role
stephen_leake	gnavi	0	Developer
davidteran	multieof	0	No specific role
mensk	multieof	1	No specific role
alphakiller	comos	1	Project Manager
lealcy	comos	1	Web Designer
pck_	pyqt-wrapper	1	No specific role
anncatherine	cil-parser	0	Developer
georgeck	cil-parser	1	Project Manager
kbg	timespread	1	No specific role
dcbarrientos	secor	1	No specific role
bradleykuszmaul	cilk	1	No specific role
jng	cilk	1	No specific role
matley	cilk	1	No specific role
nicklevine	jfli	0	Developer
rhickey	jfli	1	No specific role
noescom	opennet	1	No specific role
morrisde	pyrad	1	No specific role
dbright	wixgui	1	No specific role
pid117	wixgui	0	Developer
terrydenham	wixgui	0	Developer
mvrhov	potranslator	1	No specific role
zelenkov	wixtrim	1	No specific role
ronounours	cimg	1	Project Manager
camk	timetrack	0	Developer
javajedi	timetrack	1	No specific role
kaczula	timetrack	0	Developer
paulseamus	timetrack	1	Developer
sfbouchard	timetrack	0	Developer
darmot	strg-c	1	Developer
homework	strg-c	0	Developer
netteruser	strg-c	1	Distributor/Promoter
volknix	strg-c	1	No specific role
rafael-afonso	comparatorrefle	1	No specific role
jamwyd	aug	0	Developer
marayl	aug	1	Project Manager
dwightwilson	pounder	0	Developer
nimdok	pounder	1	Developer
saunup	pounder	0	Graphic/Other Designer
alsi77	secse	1	Developer
antoniodn	secse	1	Developer
debora_desideri	secse	1	No specific role
dips_sohal	secse	1	Unix Admin
dogson	secse	1	Developer
engineering	secse	1	Project Manager
gual	secse	1	Project Manager
marcel71	secse	1	No specific role
ripagl	secse	1	Project Manager
secsercost	secse	1	Developer
telegraph_road	secse	1	No specific role
walkerdi	secse	1	Project Manager
yosugc	secse	1	Project Manager
nierbeck	timetrackplugin	1	No specific role
pacca	metatext	1	No specific role
zoeloeboeloe	jfontchooser	1	No specific role
alanhardy	compass	0	Developer
kimchy	compass	1	No specific role
peterbraswell	compass	0	Developer
airy	augui	1	All-Hands Person
flit	augui	1	No specific role
qbase	augui	1	Developer
yenorom	augui	0	Developer
greg_lindstrom	pyrecord	1	No specific role
bango	rockspace	0	Developer
spheret	rockspace	1	No specific role
mcastrillo	monoworkshop	1	No specific role
ollix	jforce	1	Project Manager
omx	jforce	1	Project Manager
borrillis	monoxna	0	Tester
garuma	monoxna	0	Developer
jendave	monoxna	1	Developer
neozack	monoxna	0	Developer
robloach	monoxna	1	Developer
andyho	stringaligngrid	1	No specific role
dorkiaa	ircontrol	0	Developer
isotop_	ircontrol	1	No specific role
cyberelf	auit	1	No specific role
quietboil	rococo	1	No specific role
pontifex	jformatter	1	No specific role
mmckechney	stringformatter	1	No specific role
sunil_ssm	jformmail	1	No specific role
jksk	stringmanip	1	Project Manager
grnull	stringsearch	1	No specific role
fdolibois	jformular	1	Project Manager
farnea	pow2toolkit	1	Developer
foxat	pow2toolkit	1	No specific role
efficacy	stringtree	1	All-Hands Person
harrypynn	stringtree	0	Developer
mave_	stringtree	0	Developer
wschuler	monsterapi	1	Project Manager
akhmadov	jfortress	1	No specific role
jesjones	multimethods	1	No specific role
monsterengine	monsterengine	1	Project Manager
exortech	rodent	1	No specific role
jakacki	pyroe	1	No specific role
dugang	stripcc	1	No specific role
pgbaum	gnocl	1	No specific role
wjgiddings	gnocl	0	Project Manager
ebiz_portal	compiere-portal	1	Project Manager
ebizvietnam	compiere-portal	1	Project Manager
sunguilin	jfpl	1	No specific role
jfq	jfqengine	1	No specific role
alexbarcelo	multinstaller	1	All-Hands Person
aenbacka	rodin-b-sharp	0	Developer
aniaouris	rodin-b-sharp	0	Developer
aptillman	rodin-b-sharp	0	Developer
arequet	rodin-b-sharp	0	Developer
beatboxrocka	rodin-b-sharp	0	Developer
cfsnook	rodin-b-sharp	0	No specific role
chrimetayer	rodin-b-sharp	0	Developer
clabaut	rodin-b-sharp	0	Developer
cmv205	rodin-b-sharp	0	Developer
dissemination	rodin-b-sharp	1	Distributor/Promoter
fterrier	rodin-b-sharp	0	Developer
halstefa	rodin-b-sharp	1	Developer
jabrial	rodin-b-sharp	0	Tester
jbendisposto	rodin-b-sharp	0	Developer
jolilius	rodin-b-sharp	0	Developer
lvoisin	rodin-b-sharp	1	Project Manager
maryah	rodin-b-sharp	0	Developer
mehta	rodin-b-sharp	0	No specific role
mleuschel	rodin-b-sharp	0	Developer
nicolas_beauger	rodin-b-sharp	0	Developer
qmalik	rodin-b-sharp	0	Developer
thanik	rodin-b-sharp	1	Project Manager
tshoang	rodin-b-sharp	0	Developer
fjelmer	jfrace	1	No specific role
acinom	stripes-barcode	1	No specific role
altememy	linuxrtwrapper	0	Developer
johank82	linuxrtwrapper	0	Developer
maartenclaes	linuxrtwrapper	1	No specific role
wrappersrood	linuxrtwrapper	0	Developer
saloustr	montag	0	Developer
sbtourist	montag	1	No specific role
kirchman	multiplatform	1	Developer
portele	multiplatform	0	Developer
ppoller	multiplatform	0	Developer
reichel-mid	multiplatform	0	Developer
smerten	multiplatform	1	No specific role
martinellison	methodsupport	1	No specific role
jptavares	jfreedesigner	0	Developer
mimil	jfreedesigner	0	Developer
preira	jfreedesigner	0	Developer
taqua	jfreedesigner	1	No specific role
mlippert	jfreeprofcenter	0	Developer
roock	jfreeprofcenter	1	No specific role
wbleek	jfreeprofcenter	0	Developer
dkincade	jfreereport	1	All-Hands Person
dmoran-pentaho	jfreereport	1	Developer
elassad	jfreereport	0	Developer
gmoran-pentaho	jfreereport	1	Distributor/Promoter
jaosch	jfreereport	0	Developer
mdamour1976	jfreereport	0	Developer
mimil	jfreereport	0	Developer
mungady	jfreereport	1	No specific role
ocke	jfreereport	0	Developer
taqua	jfreereport	1	Project Manager
til77	jfreereport	0	Developer
willgorman	jfreereport	0	Developer
khurshid	aurigadoc	1	Project Manager
abdulrazaq	powercell	1	No specific role
globalqss	compilo	0	Developer
marlom9000	compilo	1	No specific role
red1	compilo	0	Advisor/Mentor/Consultant
teo_sarca	compilo	0	Developer
trifonnt	compilo	0	Advisor/Mentor/Consultant
khurshid	aurigadoclet	1	No specific role
jatzex	strom	1	No specific role
pmylemans	secureinstaller	1	Developer
teyjohn	secureinstaller	0	Developer
wboelen	secureinstaller	0	Developer
ooktay	jfsm	1	Project Manager
upoopoo	roger3d	1	No specific role
laserwada	metric-pl	1	No specific role
donv70	metrics	0	Developer
gboissier	metrics	0	Developer
sauerf	metrics	1	Developer
tubrody	metrics	0	No specific role
williamkeehn	metrics	0	Developer
klvon	pysaprfc	1	No specific role
vesa_karvonen	metricsanalyzer	1	No specific role
complement	complement	1	All-Hands Person
dmitryosmakov	complement	0	Developer
okechina	complement	0	Developer
richard_lyle	powerfile	1	No specific role
dagvl	metrictime	1	Developer
dapendragon	metrictime	1	No specific role
dap24	pysc	1	No specific role
egervari	auroramvc	1	No specific role
meghdoot	linuxversion	1	No specific role
garysteinmetz	powerfolder	1	Project Manager
gopalakrishna	powerfolder	0	No specific role
hammondhui	powerfolder	0	Developer
huihammond	powerfolder	0	Developer
jwin1	powerfolder	0	Developer
roychoye	powerfolder	0	Developer
gsutter	openpackages	1	Project Manager
harlan	openpackages	0	Developer
reallost1	openpackages	1	No specific role
wca	openpackages	1	Developer
jingweno	aurorasdk	1	No specific role
zieno	irecords	1	No specific role
codecamel	strsw	0	No specific role
mis232	strsw	1	No specific role
tassiedevil	strsw	0	No specific role
smcardle	wlst	1	No specific role
enamtvedt	moo3d	0	Developer
luke-jr	moo3d	1	No specific role
nblack13	moo3d	0	No specific role
patricioros	pyscin	1	No specific role
paladinofkaos	auross	1	Project Manager
herzi	gnome-gcj	1	Developer
osk	gnome-gcj	1	No specific role
pablod	jfuf	1	No specific role
aurelius	linvb	1	No specific role
semios	jfunc	1	No specific role
andikt01	linviex	1	Project Manager
dclark	pysdl	1	No specific role
mbaker	pysdl	1	No specific role
goodger	structuredtext	1	Project Manager
derletztekick	circlefitting3d	1	No specific role
cmyers	structuremap	1	Developer
derrickrapp	structuremap	1	Developer
flimflan	structuremap	1	Developer
jeffreypalermo	structuremap	1	Developer
jeremydmiller	structuremap	1	No specific role
ussherm	structuremap	0	Developer
yildiray	metu-ihe-atna	1	No specific role
yildiray	metu-ihe-pix	1	No specific role
jegreenwo	multitierlib	1	No specific role
alexperry	pyserial	0	Developer
cliechti	pyserial	1	Developer
betopadua	componentestiss	1	No specific role
davidahall	jga	1	No specific role
millershane	tinternetquery	1	No specific role
benstein	multitreemap	0	Tester
scheruga	multitreemap	1	Developer
testmpp	multitreemap	0	Tester
usankhla	multitreemap	0	Developer
afogleson	struts	0	Developer
basebeans	struts	0	Developer
bryanfe	struts	0	Developer
chr32	struts	0	Developer
danilogurovich	struts	0	Developer
ditling	struts	0	Developer
franciscus	struts	0	Developer
free2create	struts	1	Developer
fzammetti	struts	0	Developer
germuska	struts	1	Developer
gruvers	struts	0	Tester
gunboat	struts	0	Developer
jconradmn	struts	0	Developer
jholmes612	struts	1	Developer
jmikus	struts	1	Developer
jmitchtx	struts	1	Developer
johnwalker00	struts	0	Developer
mraible	struts	0	Developer
mrdon	struts	1	Developer
nheudecker	struts	0	Developer
paultsmith	struts	0	Developer
phasews	struts	0	Developer
pjaromin	struts	0	Developer
shains	struts	0	Developer
sraeburn	struts	1	Developer
thusted	struts	1	Project Manager
tm_jee	struts	1	Developer
weakestlink	struts	0	Developer
wellings	struts	0	Developer
woeye	struts	0	Developer
juvs	struts-gears	1	No specific role
mccain	auth	1	No specific role
stanis	auth	0	Developer
powerobjectcms	powerobjects	1	No specific role
chris_schultz	securityfilter	1	Project Manager
dayash	securityfilter	0	Developer
maxcooper	securityfilter	1	Project Manager
ishabalov	struts-jdo	1	Project Manager
valeriy_p	struts-jdo	1	All-Hands Person
sticksoftware	circularslider	1	No specific role
tvv	multixml	1	No specific role
jason_pratt	struts-workflow	1	Developer
shirish_sakhare	struts-workflow	1	No specific role
fagiano	tiny-rex	1	No specific role
jaalto	tiny-tools	1	Project Manager
petitpasdelune	struts2eclipse	1	No specific role
csimpson	mexjni	1	No specific role
berlangero	tiny-workflow	1	No specific role
arcomat	struts4php	0	Developer
behounekc	struts4php	0	Developer
sasjadvolkd	struts4php	0	Developer
wagner83104	struts4php	1	Project Manager
willkommers	struts4php	1	No specific role
aguiar	pysnippet	1	No specific role
bruce_armstrong	powerprinter	0	Developer
rkiesler	powerprinter	1	Developer
s-1-0-0	powerprinter	1	No specific role
aim4min	roller	0	No specific role
baudrate	roller	0	Developer
lavandowska	roller	0	Developer
mraible	roller	0	Developer
snoopdave	roller	1	Project Manager
ulrich_fuchs	moon	1	No specific role
irvazquez	pysnort	1	No specific role
rrokytskyy	tinybird	1	No specific role
kazkad	wmclasses	1	No specific role
dayaparan	meyshanwall	1	No specific role
srikpen	comprgm	1	No specific role
ununhexium	openpickit	1	No specific role
illume	pysoftwire	1	No specific role
oodoo	pysoftwire	0	No specific role
apakkan	gnome-turk	0	Developer
camcorder	gnome-turk	1	All-Hands Person
flau	gnome-turk	1	Unix Admin
kabalak	gnome-turk	1	No specific role
sinan	gnome-turk	0	All-Hands Person
usta	gnome-turk	0	All-Hands Person
brixen	moonbeams	1	No specific role
saurabh_arorain	mumltool	1	No specific role
theworld40	tinycfg	1	No specific role
ymenager	jgconfig	1	No specific role
bspeakmon	strutstestcase	1	Developer
chrispix	strutstestcase	0	Developer
deryl	strutstestcase	1	No specific role
seanpritchard	strutstestcase	0	Developer
thusted	strutstestcase	0	Developer
haslup	openpjb	0	Developer
jtl	openpjb	0	Developer
marquee	openpjb	0	Developer
mloos	openpjb	1	Project Manager
ndecker	openpjb	0	Developer
rmcpeak	openpjb	0	Developer
ttammisa	openpjb	0	Developer
fraggle	irmo	1	No specific role
howe	sednapy	1	No specific role
brettbc	moonix	0	No specific role
enrai	moonix	0	No specific role
luke-jr	moonix	1	No specific role
binoyed	sedochlp	1	No specific role
emperor666	moonlight-o-win	1	No specific role
actonme	liquibase	0	Developer
csuml	liquibase	0	Developer
dbargiel	liquibase	0	Developer
dhennessy	liquibase	0	Developer
michael_tauer	liquibase	0	Developer
msjurset	liquibase	1	Project Manager
nvoxland	liquibase	1	Developer
plm31	liquibase	0	Developer
rbarroso	liquibase	0	Developer
yahonda	liquibase	0	Developer
fzammetti	strutsws	1	Project Manager
mmarcom	strutsws	0	Developer
nvoxland	liquibasenet	1	Project Manager
vidar1	liquibasenet	1	No specific role
iharbeck	strutter	1	Project Manager
poogle	powertemplate	1	No specific role
alben	tinycxx	1	No specific role
rrnn97	tinycxx	1	Project Manager
boardsonair	jgedcom	1	No specific role
hbaxmann	moonshadow	1	Analysis / Design
joa23	moonshadow	0	Developer
reborn16	moonshadow	0	Doc Writer
uwe_ewald	jgedit	1	No specific role
mensonge	seedbed	1	No specific role
matts22	jgep	1	No specific role
costap	stu	1	No specific role
flatmax	mffmlibsndfilew	1	No specific role
badaro	mundo4j	1	No specific role
drink151	pyssh	1	No specific role
mwa	pyssh	1	No specific role
rasjidw	pyssh	1	Project Manager
acalarcon	mundofeliz1	1	No specific role
danesparza	comresolver	1	No specific role
musheno	jgfgj	1	No specific role
eadurbin	munge	1	No specific role
bfulgham	openpoplog	0	Developer
bsl	openpoplog	0	Developer
jeffreytbest	openpoplog	1	Project Manager
jlc2	openpoplog	1	No specific role
nicoaragon	openpoplog	0	Developer
rogerevans	openpoplog	1	Developer
sfkleach	openpoplog	1	Developer
ageitgey	jgimp	0	Developer
scrumpty	jgimp	1	Project Manager
soulfry	jgimp	1	No specific role
garethnelsonuk	citric	1	Developer
lordvitto	citric	1	Graphic/Other Designer
mktmk	muntl	1	No specific role
idevelopment	jglse	1	No specific role
sreehari	jglue	1	No specific role
theller	comtypes	1	All-Hands Person
davidhilton	lisa	0	Developer
youngde	lisa	1	Project Manager
ssamarug	jgml	1	No specific role
bmarleyfr	irrklangwrapper	1	No specific role
alienid	muos	1	No specific role
jolby	moppy	1	No specific role
mmiissp	openprintassist	1	Project Manager
vidyra	openprintassist	1	Developer
olav	pyswt	1	No specific role
exortech	comunit	1	Project Manager
gabog	comunit	0	Developer
gpalli	comunit	0	Developer
henblo	comunit	0	Developer
jimako	comunit	0	Developer
kimgrasman	comunit	1	Developer
afecelis	irrlicht	0	Unix Admin
bgruber	irrlicht	0	Developer
bitplane	irrlicht	1	Unix Admin
engineer_apple	irrlicht	0	Developer
epetitje	irrlicht	0	Developer
hybrid	irrlicht	1	Developer
irrlicht	irrlicht	1	No specific role
lukeph	irrlicht	0	Developer
saigumi	irrlicht	0	Developer
seiml	irrlicht	0	Developer
teella	irrlicht	0	Developer
thomas-m	seesaw	1	No specific role
mosez	gnopaste	1	Project Manager
alexmcmanus	tinyndi	1	No specific role
mschollmeyer	lisbon	1	Developer
awegele	comwrapper	1	No specific role
steinhaeuser	comwrapper	0	Developer
braitmml	irrlichtnetcp	1	Porter (Cross Platform Devel.)
deusxl	irrlichtnetcp	1	Project Manager
lester_dev	irrlichtnetcp	1	Unix Admin
nc3b	tinynotes	1	No specific role
irvazquez	comxmlrpc	1	No specific role
artefaritaj	irrlichtsharp	0	Developer
austcro	irrlichtsharp	1	Developer
braneloc	irrlichtsharp	1	Developer
foole	irrlichtsharp	0	Developer
hungryangus	irrlichtsharp	0	Developer
the_bob	irrlichtsharp	0	Developer
valnarus	irrlichtsharp	0	Developer
gentboy	tinyparser	1	No specific role
mikefinn	wmqtools	1	Developer
robbn	wmqtools	0	Developer
reykjavikingur	lisp-bind-perl	1	No specific role
rbfrenchy	mfsm	1	Project Manager
andriess	jgoose	1	Project Manager
frankotto	jgoose	0	Developer
genssler	jgoose	0	Developer
mkbauer	jgoose	1	Project Manager
moozet	jgoose	0	Developer
mtrifu	jgoose	0	Developer
olafseng	jgoose	1	Project Manager
phaller	jgoose	0	Developer
sourcebaer	jgoose	0	No specific role
sven_luzar	jgoose	1	Project Manager
szulman	jgoose	1	Developer
trifu	jgoose	0	Developer
serhei	gnork	1	No specific role
arbron	mups	1	Project Manager
raven-arch	mups	0	Translator (I18N/L10N)
frankbuss	lispbuilder	1	Developer
hairytroll	lispbuilder	0	Developer
justinhj	lispbuilder	1	Developer
d_benson	jgpd	1	Project Manager
lpells	lispcplusplus	1	No specific role
jvaranda	wmscc	1	Developer
mark_postal	wmscc	1	Developer
caiyu	tinyprinter	1	No specific role
a_petrozzelli	concentre-xml	0	Developer
cramatte	concentre-xml	1	Project Manager
crocodile2u	concentre-xml	0	Translator (I18N/L10N)
inwe	concentre-xml	0	No specific role
kaloudoff	concentre-xml	0	Unix Admin
norm2782	concentre-xml	0	All-Hands Person
oancea	concentre-xml	0	Translator (I18N/L10N)
roman_huditsch	concentre-xml	0	Developer
sylverboss	concentre-xml	0	Developer
eagleas	wmsigner	1	No specific role
skybuck	openptcdelphi	1	Project Manager
pace	lispm	1	No specific role
gbevin	tinyqt	1	No specific role
dmitrykukushkin	wmsigner-dotnet	1	No specific role
ackahn	gnotepad	1	No specific role
holczhammer	root123dummy	1	Developer
root123	root123dummy	1	No specific role
thorsteng	moreforcpp	1	No specific role
boretti	moreforgprolog	1	No specific role
michelg	tinysh	1	No specific role
the-moog	tinysh	1	No specific role
amidevcpp	murks-ide	1	All-Hands Person
deadwood_pl	murks-ide	1	No specific role
sesamoid	pytesttools	1	No specific role
dsuch	wmunit	1	Developer
piotrszulawski	wmunit	0	Developer
radziob	wmunit	1	Developer
simcha	wmunit	1	Developer
dpaehl	gnsis	1	No specific role
anodos	concern	0	Developer
florianroks	concern	0	Developer
gohrke	concern	0	Developer
hengels	concern	1	No specific role
hzeller	concern	0	Developer
jdenzel	concern	0	Developer
leonchiver	concern	0	Developer
nebulosu	concern	0	Developer
r_doering	concern	0	Developer
rmalitz	concern	0	Developer
sebnozzi	concern	0	Developer
shaensch	concern	0	Developer
stephanschuster	concern	0	Developer
thomas_scherm	concern	0	Requirements Engineering
christianmc	seif	1	No specific role
arminsteinhoff	openqnx	1	No specific role
dmi_a	openqnx	1	All-Hands Person
hojbjerg	openqnx	0	Developer
liug	openqnx	1	All-Hands Person
ssobolev	openqnx	0	Developer
sdfisher	morepalmos	1	No specific role
riverlet	murong	1	No specific role
acoronasz	jgrinder	0	Project Manager
dave_hoag	jgrinder	1	Project Manager
ericrwilliams	jgrinder	0	All-Hands Person
jhr0771	jgrinder	0	Developer
sabernethy	jgrinder	0	Developer
ssinclair2	jgrinder	0	Developer
dkameleon	wmxi	1	No specific role
eagleas	wmxi	1	No specific role
mgofficial	mgcore	1	No specific role
maks_polunin	wmxml	1	No specific role
aernst	openquasar	0	Developer
alexjost	openquasar	1	All-Hands Person
juergenkrey	openquasar	1	Project Manager
krs1	openquasar	0	Support Manager
marcus_rickert	openquasar	0	Developer
mvdesche	openquasar	0	Developer
nuenning	openquasar	0	Support Manager
ojuwig	openquasar	0	Support Manager
egladysh	tinytl	1	No specific role
btol45	cjan	1	Project Manager
gregor42	cjan	1	Analysis / Design
michael_davey	cjan	1	Project Manager
perja	cjan	0	Analysis / Design
zebdefrar	cjan	1	Developer
bdale	gnu-efi	0	No specific role
noxorc	gnu-efi	1	No specific role
axcelis	openqueue	0	No specific role
mattj	openqueue	1	No specific role
daladala	mgdk	1	Developer
isglass	mgdk	1	No specific role
nudge	cjavaipc	1	No specific role
